12.10.10.106875,PL901,login,
12.10.17.544795,PL901,words ,1,
12.10.17.716725,PL901,words ,1,
12.10.17.904227,PL901,words ,1,
12.10.18.232405,PL901,words ,2,
12.10.18.388636,PL901,words ,2,
12.10.18.560608,PL901,words ,2,
12.10.18.716874,PL901,words ,2,
12.10.18.888767,PL901,words ,2,
12.10.19.045034,PL901,words ,2,
12.10.19.201300,PL901,words ,2,
12.10.19.482580,PL901,words ,1,
12.10.19.670099,PL901,words ,1,
12.10.19.841993,PL901,words ,1,
12.10.19.951421,PL901,words ,2,
12.10.20.123304,PL901,words ,2,
12.10.20.279539,PL901,words ,2,
12.10.20.545192,PL901,words ,1,
12.10.20.717084,PL901,words ,1,
12.10.20.873351,PL901,words ,1,
12.10.21.029648,PL901,words ,2,
12.10.21.217157,PL901,words ,2,
12.10.21.358907,PL901,words ,2,
12.10.21.499554,PL901,words ,2,
12.10.21.687068,PL901,words ,2,
12.10.21.812093,PL901,words ,2,
12.10.22.093359,PL901,words ,1,
12.10.22.296547,PL901,words ,1,
12.10.22.437147,PL901,words ,1,
12.10.22.633360,PL901,words ,2,
12.10.22.852148,PL901,words ,2,
12.10.23.008429,PL901,words ,2,
12.10.23.149064,PL901,words ,2,
12.10.23.711597,PL901,words ,1,
12.10.24.071009,PL901,words ,1,
12.10.24.274156,PL901,words ,1,
12.10.24.446082,PL901,words ,1,
12.10.24.602315,PL901,words ,2,
12.10.24.836715,PL901,words ,2,
12.10.25.008608,PL901,words ,2,
12.10.25.164910,PL901,words ,2,
12.10.25.586825,PL901,words ,2,
12.10.26.024348,PL901,words ,1,
12.10.26.227512,PL901,words ,1,
12.10.26.383791,PL901,words ,1,
12.10.26.555645,PL901,words ,1,
12.10.26.790046,PL901,words ,2,
12.10.26.961940,PL901,words ,2,
12.10.27.118205,PL901,words ,2,
12.10.27.258844,PL901,words ,2,
12.10.27.618257,PL901,words ,1,
12.10.27.821432,PL901,words ,1,
12.10.28.000178,PL901,words ,1,
12.10.28.156397,PL901,words ,2,
12.10.28.328308,PL901,words ,2,
12.10.28.500223,PL901,words ,2,
12.10.28.640823,PL901,words ,2,
12.10.28.781462,PL901,words,2,
12.10.28.906476,PL901,words,2,
12.10.29.078370,PL901,words,2,
12.10.29.219009,PL901,words,2,
12.10.29.390902,PL901,words,2,
12.10.29.547168,PL901,words,2,
12.10.29.719063,PL901,words,2,
12.10.29.875327,PL901,words,2,
12.10.30.015967,PL901,words,2,
12.10.30.187860,PL901,words,2,
12.10.30.406633,PL901,words,1,
12.10.30.609781,PL901,words,1,
12.10.30.766046,PL901,words,1,
12.10.30.969270,PL901,words,1,
12.10.31.172458,PL901,words,1,
12.10.31.359977,PL901,words,1,
12.10.31.516222,PL901,words,1,
12.10.31.672471,PL901,words,1,
12.10.31.906873,PL901,words,2,
12.10.32.110015,PL901,words,2,
12.10.32.266320,PL901,words,2,
12.10.32.438212,PL901,words,2,
12.10.32.969481,PL901,words,2,
12.10.33.000733,PL901,words,2,
12.10.33.031987,PL901,words,2,
12.10.33.078866,PL901,words,2,
12.10.33.110150,PL901,words,2,
12.10.33.146506,PL901,words,2,
12.10.33.178948,PL901,words,2,
12.10.33.225865,PL901,words,2,
12.10.33.257080,PL901,words,2,
12.10.33.303980,PL901,words,2,
12.10.33.335214,PL901,words,2,
12.10.33.366515,PL901,words,2,
12.10.33.413387,PL901,words,2,
12.10.33.444644,PL901,words,2,
12.10.33.491506,PL901,words,2,
12.10.33.522761,PL901,words,2,
12.10.33.554017,PL901,words,2,
12.10.33.600902,PL901,words,2,
12.10.33.632155,PL901,words,2,
12.10.33.663400,PL901,words,2,
12.10.33.710285,PL901,words,2,
12.10.33.741526,PL901,words,2,
12.10.33.788425,PL901,words,2,
12.10.33.819673,PL901,words,2,
12.10.33.850925,PL901,words,2,
12.10.33.897773,PL901,words,2,
12.10.33.929026,PL901,words,2,
12.10.33.960314,PL901,words,2,
12.10.34.007206,PL901,words,2,
12.10.34.038445,PL901,words,2,
12.10.34.085294,PL901,words,2,
12.10.34.116547,PL901,words,2,
12.10.34.147799,PL901,words,2,
12.10.34.272813,PL901,words,1,
12.10.34.804144,PL901,words,1,
12.10.34.835397,PL901,words,1,
12.10.34.882252,PL901,words,1,
12.10.34.913505,PL901,words,1,
12.10.34.944760,PL901,words,1,
12.10.34.991676,PL901,words,1,
12.10.35.022893,PL901,words,1,
12.10.35.069773,PL901,words,1,
12.10.35.101057,PL901,words,1,
12.10.35.132280,PL901,words,1,
12.10.35.179158,PL901,words,1,
12.10.35.210451,PL901,words,1,
12.10.35.257291,PL901,words,1,
12.10.35.288544,PL901,words,1,
12.10.35.319798,PL901,words,1,
12.10.35.366677,PL901,words,1,
12.10.35.397930,PL901,words,1,
12.10.35.429184,PL901,words,1,
12.10.35.476064,PL901,words,1,
12.10.35.507317,PL901,words,1,
12.10.35.554223,PL901,words,1,
12.10.35.585485,PL901,words,1,
12.10.35.616704,PL901,words,1,
12.10.35.663631,PL901,words,1,
12.10.35.694884,PL901,words,1,
12.10.35.726110,PL901,words,1,
12.10.35.773012,PL901,words,1,
12.10.35.804265,PL901,words,1,
12.10.35.851103,PL901,words,1,
12.10.35.886954,PL901,words,1,
12.10.35.922491,PL901,words,1,
12.10.35.953740,PL901,words,1,
12.10.36.000623,PL901,words,1,
12.10.36.031865,PL901,words,1,
12.10.36.063122,PL901,words,1,
12.10.36.110009,PL901,words,1,
12.10.36.145374,PL901,words,1,
12.10.36.185126,PL901,words,1,
12.10.36.216369,PL901,words,1,
12.10.36.247622,PL901,words,1,
12.10.36.294539,PL901,words,1,
12.10.36.325793,PL901,words,1,
12.10.36.372635,PL901,words,1,
12.10.36.403889,PL901,words,1,
12.10.36.435171,PL901,words,1,
12.10.36.482036,PL901,words,1,
12.10.36.513306,PL901,words,1,
12.10.36.544528,PL901,words,1,
12.10.36.591441,PL901,words,1,
12.10.36.622688,PL901,words,1,
12.10.36.669577,PL901,words,1,
12.10.36.700795,PL901,words,1,
12.10.36.732064,PL901,words,1,
12.10.36.778928,PL901,words,1,
12.10.36.810199,PL901,words,1,
12.10.36.841454,PL901,words,1,
12.10.36.888316,PL901,words,1,
12.10.36.919592,PL901,words,1,
12.10.36.966481,PL901,words,1,
12.10.37.419629,PL901,words,2,
12.10.37.951194,PL901,words,2,
12.10.37.982207,PL901,words,2,
12.10.38.029305,PL901,words,2,
12.10.38.060573,PL901,words,2,
12.10.38.091577,PL901,words,2,
12.10.38.138707,PL901,words,2,
12.10.38.169957,PL901,words,2,
12.10.38.216828,PL901,words,2,
12.10.38.247834,PL901,words,2,
12.10.38.279312,PL901,words,2,
12.10.38.326221,PL901,words,2,
12.10.38.357477,PL901,words,2,
12.10.38.393593,PL901,words,2,
12.10.38.427852,PL901,words,2,
12.10.38.474742,PL901,words,2,
12.10.38.505982,PL901,words,2,
12.10.38.552867,PL901,words,2,
12.10.38.584100,PL901,words,2,
12.10.38.615105,PL901,words,2,
12.10.38.662244,PL901,words,2,
12.10.38.693493,PL901,words,2,
12.10.38.724738,PL901,words,2,
12.10.38.771618,PL901,words,2,
12.10.38.802894,PL901,words,2,
12.10.38.849503,PL901,words,2,
12.10.38.881025,PL901,words,2,
12.10.38.912283,PL901,words,2,
12.10.38.959156,PL901,words,2,
12.10.38.990411,PL901,words,2,
12.10.39.021396,PL901,words,2,
12.10.39.068544,PL901,words,2,
12.10.39.099653,PL901,words,2,
12.10.39.146660,PL901,words,2,
12.10.39.177893,PL901,words,2,
12.10.39.209165,PL901,words,2,
12.10.39.256075,PL901,words,2,
12.10.39.287327,PL901,words,2,
12.10.39.318305,PL901,words,2,
12.10.39.365189,PL901,words,2,
12.10.43.585155,PL901,words,2,
12.10.44.109034,PL901,words,2,
12.10.44.140281,PL901,words,2,
12.10.44.171612,PL901,words,2,
12.10.44.218421,PL901,words,2,
12.10.44.249679,PL901,words,2,
12.10.44.296565,PL901,words,2,
12.10.44.327812,PL901,words,2,
12.10.44.359073,PL901,words,2,
12.10.44.405950,PL901,words,2,
12.10.44.437187,PL901,words,2,
12.10.44.468187,PL901,words,2,
12.10.44.515331,PL901,words,2,
12.10.44.546587,PL901,words,2,
12.10.44.593468,PL901,words,2,
12.10.44.624718,PL901,words,2,
12.10.44.655976,PL901,words,2,
12.10.44.702841,PL901,words,2,
12.10.44.734093,PL901,words,2,
12.10.44.780954,PL901,words,2,
12.10.44.812225,PL901,words,2,
12.10.44.843493,PL901,words,2,
12.10.44.890360,PL901,words,2,
12.10.44.921625,PL901,words,2,
12.10.44.952880,PL901,words,2,
12.10.44.999746,PL901,words,2,
12.10.45.030950,PL901,words,2,
12.10.45.077878,PL901,words,2,
12.10.45.109143,PL901,words,2,
12.10.45.140402,PL901,words,2,
12.10.45.187278,PL901,words,2,
12.10.45.218519,PL901,words,2,
12.10.45.249507,PL901,words,2,
12.10.45.296668,PL901,words,2,
12.10.45.327905,PL901,words,2,
12.10.45.374794,PL901,words,2,
12.10.45.406055,PL901,words,2,
12.10.45.437304,PL901,words,2,
12.10.45.484190,PL901,words,2,
12.10.45.515335,PL901,words,2,
12.10.45.562283,PL901,words,2,
12.10.45.593558,PL901,words,2,
12.10.45.624824,PL901,words,2,
12.10.45.672008,PL901,words,2,
12.10.45.703260,PL901,words,2,
12.10.45.734503,PL901,words,2,
12.10.45.781116,PL901,words,2,
12.10.45.812656,PL901,words,2,
12.10.45.859515,PL901,words,2,
12.10.45.890777,PL901,words,2,
12.10.46.015791,PL901,words,1,
12.10.46.547096,PL901,words,1,
12.10.46.578351,PL901,words,1,
12.10.46.609613,PL901,words,1,
12.10.46.656488,PL901,words,1,
12.10.46.687729,PL901,words,1,
12.10.46.718715,PL901,words,1,
12.10.46.765840,PL901,words,1,
12.10.46.797092,PL901,words,1,
12.10.46.843993,PL901,words,1,
12.10.46.875240,PL901,words,1,
12.10.46.906497,PL901,words,1,
12.10.46.953375,PL901,words,1,
12.10.46.984629,PL901,words,1,
12.10.47.031247,PL901,words,1,
12.10.47.062757,PL901,words,1,
12.10.47.094002,PL901,words,1,
12.10.47.140884,PL901,words,1,
12.10.47.172149,PL901,words,1,
12.10.47.203403,PL901,words,1,
12.10.47.250271,PL901,words,1,
12.10.47.281274,PL901,words,1,
12.10.47.328153,PL901,words,1,
12.10.47.359446,PL901,words,1,
12.10.47.390659,PL901,words,1,
12.10.47.437540,PL901,words,1,
12.10.47.468792,PL901,words,1,
12.10.47.500047,PL901,words,1,
12.10.47.547162,PL901,words,1,
12.10.47.578438,PL901,words,1,
12.10.47.625060,PL901,words,1,
12.10.47.656346,PL901,words,1,
12.10.47.687566,PL901,words,1,
12.10.47.734482,PL901,words,1,
12.10.47.765736,PL901,words,1,
12.10.47.796960,PL901,words,1,
12.10.47.844072,PL901,words,1,
12.10.47.875085,PL901,words,1,
12.10.47.922013,PL901,words,1,
12.10.47.953218,PL901,words,1,
12.10.47.984472,PL901,words,1,
12.10.48.031352,PL901,words,1,
12.10.48.062641,PL901,words,1,
12.10.48.109728,PL901,words,1,
12.10.48.140970,PL901,words,1,
12.10.48.172242,PL901,words,1,
12.10.48.219139,PL901,words,1,
12.10.48.250404,PL901,words,1,
12.10.48.281381,PL901,words,1,
12.10.48.328535,PL901,words,1,
12.10.48.359779,PL901,words,1,
12.10.48.406657,PL901,words,1,
12.10.48.437890,PL901,words,1,
12.10.48.469129,PL901,words,1,
12.10.48.515778,PL901,words,1,
12.10.48.547031,PL901,words,1,
12.10.48.578294,PL901,words,1,
12.10.48.625433,PL901,words,1,
12.10.48.656687,PL901,words,1,
12.10.48.703565,PL901,words,1,
12.10.48.734818,PL901,words,1,
12.10.48.765805,PL901,words,1,
12.10.48.812952,PL901,words,1,
12.10.48.844206,PL901,words,1,
12.10.48.882834,PL901,words,1,
12.10.48.913892,PL901,words,1,
12.10.48.960974,PL901,words,1,
12.10.48.992226,PL901,words,1,
12.10.49.039133,PL901,words,1,
12.10.49.070367,PL901,words,1,
12.10.49.101617,PL901,words,1,
12.10.49.148273,PL901,words,1,
12.10.49.179755,PL901,words,1,
12.10.49.210750,PL901,words,1,
12.10.49.257880,PL901,words,1,
02.57.24.270408,PL901,login,
02.57.29.122674,PL901,letters,F E E _,
02.57.29.341474,PL901,letters,F E E º,
02.57.32.708300,PL901,letters,P R O O _ _,
02.57.32.927070,PL901,letters,P R O O F _,
02.57.33.411535,PL901,letters,P R O O F S,
02.57.34.614857,PL901,letters,G U I L T,
02.57.40.879933,PL901,letters,G _ A D,
02.57.41.067459,PL901,letters,G L A D,
