10.57.54.033006,PL96,login,
10.58.04.582241,PL96,words ,1,
10.58.05.106069,PL96,words ,1,
10.58.05.152962,PL96,words ,1,
10.58.05.184216,PL96,words ,1,
10.58.05.215191,PL96,words ,1,
10.58.05.262334,PL96,words ,1,
10.58.05.293566,PL96,words ,1,
10.58.05.340454,PL96,words ,1,
10.58.05.371728,PL96,words ,1,
10.58.05.402971,PL96,words ,1,
10.58.05.449854,PL96,words ,1,
10.58.05.481082,PL96,words ,1,
10.58.05.522184,PL96,words ,1,
10.58.05.553690,PL96,words ,1,
10.58.05.603425,PL96,words ,1,
10.58.05.634958,PL96,words ,1,
10.58.05.666180,PL96,words ,1,
10.58.05.713051,PL96,words ,1,
10.58.05.744304,PL96,words ,1,
10.58.05.775563,PL96,words ,1,
10.58.05.822405,PL96,words ,1,
10.58.05.853691,PL96,words ,1,
10.58.05.884955,PL96,words ,1,
10.58.05.931845,PL96,words ,1,
10.58.05.963111,PL96,words ,1,
10.58.06.009983,PL96,words ,1,
10.58.06.041202,PL96,words ,1,
10.58.06.072226,PL96,words ,1,
10.58.06.119365,PL96,words ,1,
10.58.06.150614,PL96,words ,1,
10.58.06.181624,PL96,words ,1,
10.58.06.228751,PL96,words ,1,
10.58.06.260009,PL96,words ,1,
10.58.06.306690,PL96,words ,1,
10.58.06.338135,PL96,words ,1,
10.58.06.369395,PL96,words ,1,
10.58.06.416263,PL96,words ,1,
10.58.06.447506,PL96,words ,1,
10.58.06.494388,PL96,words ,1,
10.58.06.525639,PL96,words ,1,
10.58.06.556913,PL96,words ,1,
10.58.06.603781,PL96,words ,1,
10.58.06.635028,PL96,words ,1,
10.58.06.666287,PL96,words ,1,
10.58.06.713148,PL96,words ,1,
10.58.06.744175,PL96,words ,1,
10.58.06.791322,PL96,words ,1,
10.58.06.822464,PL96,words ,1,
10.58.06.853843,PL96,words ,1,
10.58.06.900714,PL96,words ,1,
10.58.06.931746,PL96,words ,1,
10.58.06.962947,PL96,words ,1,
10.58.07.010091,PL96,words ,1,
10.58.07.041354,PL96,words ,1,
10.58.07.088261,PL96,words ,1,
10.58.07.119491,PL96,words ,1,
10.58.07.150722,PL96,words,1,
10.58.07.197610,PL96,words,1,
10.58.07.228836,PL96,words,1,
10.58.07.259863,PL96,words,1,
10.58.07.306983,PL96,words,1,
10.58.07.338222,PL96,words,1,
10.58.07.385127,PL96,words,1,
10.58.07.416358,PL96,words,1,
10.58.07.447638,PL96,words,1,
10.58.07.494517,PL96,words,1,
10.58.07.525763,PL96,words,1,
10.58.07.572565,PL96,words,1,
10.58.07.603912,PL96,words,1,
10.58.07.635176,PL96,words,1,
10.58.07.682041,PL96,words,1,
10.58.07.713285,PL96,words,1,
10.58.07.744548,PL96,words,1,
10.58.07.791405,PL96,words,1,
10.58.07.822416,PL96,words,1,
10.58.07.869562,PL96,words,1,
10.58.07.900800,PL96,words,1,
10.58.07.932060,PL96,words,1,
10.58.07.978940,PL96,words,1,
10.58.08.010181,PL96,words,1,
10.58.08.041429,PL96,words,1,
10.58.08.088174,PL96,words,1,
10.58.08.119570,PL96,words,1,
10.58.08.166448,PL96,words,1,
10.58.08.197710,PL96,words,1,
10.58.08.228974,PL96,words,1,
10.58.08.275866,PL96,words,1,
10.58.08.306844,PL96,words,1,
10.58.08.338098,PL96,words,1,
10.58.08.385235,PL96,words,1,
10.58.08.416506,PL96,words,1,
10.58.08.463371,PL96,words,1,
10.58.08.494629,PL96,words,1,
10.58.08.525892,PL96,words,1,
10.58.08.572657,PL96,words,1,
10.58.08.604002,PL96,words,1,
10.58.08.650877,PL96,words,1,
10.58.08.682132,PL96,words,1,
10.58.08.713397,PL96,words,1,
10.58.08.760260,PL96,words,1,
10.58.08.791509,PL96,words,1,
10.58.08.822736,PL96,words,1,
10.58.08.869665,PL96,words,1,
10.58.08.900935,PL96,words,1,
10.58.08.947817,PL96,words,1,
10.58.08.978824,PL96,words,1,
10.58.09.010044,PL96,words,1,
10.58.09.056953,PL96,words,1,
10.58.09.088191,PL96,words,1,
10.58.09.119430,PL96,words,1,
10.58.09.166311,PL96,words,1,
10.58.09.197580,PL96,words,1,
10.58.09.244444,PL96,words,1,
10.58.09.275697,PL96,words,1,
10.58.09.307001,PL96,words,1,
10.58.09.353870,PL96,words,1,
10.58.09.385118,PL96,words,1,
10.58.09.416387,PL96,words,1,
10.58.09.463484,PL96,words,1,
10.58.09.494712,PL96,words,1,
10.58.09.541590,PL96,words,1,
10.58.09.572763,PL96,words,1,
10.58.09.604133,PL96,words,1,
10.58.09.651010,PL96,words,1,
10.58.09.682231,PL96,words,1,
10.58.09.729130,PL96,words,1,
10.58.09.760160,PL96,words,1,
10.58.09.791624,PL96,words,1,
10.58.09.838260,PL96,words,1,
10.58.09.869778,PL96,words,1,
10.58.09.901048,PL96,words,1,
10.58.09.947908,PL96,words,1,
10.58.09.979140,PL96,words,1,
10.58.10.025805,PL96,words,1,
10.58.10.057031,PL96,words,1,
10.58.10.088300,PL96,words,1,
10.58.10.140531,PL96,words,1,
10.58.10.175314,PL96,words,1,
10.58.10.206508,PL96,words,1,
10.58.10.237843,PL96,words,1,
10.58.10.284735,PL96,words,1,
10.58.10.315984,PL96,words,1,
10.58.10.347243,PL96,words,1,
10.58.10.394070,PL96,words,1,
10.58.10.425344,PL96,words,1,
10.58.10.472135,PL96,words,1,
10.58.10.503512,PL96,words,1,
10.58.10.534749,PL96,words,1,
10.58.10.586826,PL96,words,1,
10.58.10.618319,PL96,words,1,
10.58.10.649375,PL96,words,1,
10.58.10.680589,PL96,words,1,
10.58.10.727746,PL96,words,1,
10.58.10.758972,PL96,words,1,
10.58.10.805764,PL96,words,1,
10.58.10.837132,PL96,words,1,
10.58.10.868390,PL96,words,1,
10.58.10.915252,PL96,words,1,
10.58.10.946497,PL96,words,1,
10.58.10.981758,PL96,words,1,
10.58.11.018060,PL96,words,1,
10.58.11.064978,PL96,words,1,
10.58.11.096194,PL96,words,1,
10.58.11.127466,PL96,words,1,
10.58.11.175391,PL96,words,1,
10.58.11.206619,PL96,words,1,
10.58.11.253515,PL96,words,1,
10.58.11.284774,PL96,words,1,
10.58.11.316010,PL96,words,1,
10.58.11.362890,PL96,words,1,
10.58.11.394156,PL96,words,1,
10.58.11.425401,PL96,words,1,
10.58.11.472270,PL96,words,1,
10.58.11.503540,PL96,words,1,
10.58.11.550421,PL96,words,1,
10.58.11.581677,PL96,words,1,
10.58.11.612935,PL96,words,1,
10.58.11.659780,PL96,words,1,
10.58.11.691032,PL96,words,1,
10.58.11.722198,PL96,words,1,
10.58.11.769183,PL96,words,1,
10.58.11.800441,PL96,words,1,
10.58.11.847311,PL96,words,1,
10.58.11.878599,PL96,words,1,
10.58.11.909806,PL96,words,1,
10.58.11.956707,PL96,words,1,
10.58.11.987736,PL96,words,1,
10.58.12.018966,PL96,words,1,
10.58.12.066073,PL96,words,1,
10.58.12.097348,PL96,words,1,
10.58.12.144238,PL96,words,1,
10.58.12.175497,PL96,words,1,
10.58.12.206746,PL96,words,1,
10.58.12.253604,PL96,words,1,
10.58.12.284894,PL96,words,1,
10.58.12.331776,PL96,words,1,
10.58.12.363014,PL96,words,1,
10.58.12.398947,PL96,words,1,
10.58.12.438890,PL96,words,1,
10.58.12.470219,PL96,words,1,
10.58.12.517086,PL96,words,1,
10.58.12.548392,PL96,words,1,
10.58.12.579619,PL96,words,1,
10.58.12.626510,PL96,words,1,
10.58.12.657549,PL96,words,1,
10.58.12.688903,PL96,words,1,
10.58.12.735897,PL96,words,1,
10.58.12.767125,PL96,words,1,
10.58.12.814037,PL96,words,1,
10.58.12.845267,PL96,words,1,
10.58.12.876556,PL96,words,1,
10.58.12.923433,PL96,words,1,
10.58.12.954421,PL96,words,1,
10.58.12.985672,PL96,words,1,
10.58.13.032797,PL96,words,1,
10.58.13.064048,PL96,words,1,
10.58.13.110947,PL96,words,1,
10.58.13.142191,PL96,words,1,
10.58.13.173440,PL96,words,1,
10.58.13.220322,PL96,words,1,
10.58.13.251553,PL96,words,1,
10.58.13.298486,PL96,words,1,
10.58.13.329697,PL96,words,1,
10.58.13.360948,PL96,words,1,
10.58.13.407842,PL96,words,1,
10.58.13.439014,PL96,words,1,
10.58.13.470321,PL96,words,1,
10.58.13.517214,PL96,words,1,
10.58.13.548474,PL96,words,1,
10.58.13.595364,PL96,words,1,
10.58.13.626594,PL96,words,1,
10.58.13.657851,PL96,words,1,
10.58.13.704487,PL96,words,1,
10.58.13.736023,PL96,words,1,
10.58.13.767238,PL96,words,1,
10.58.13.814141,PL96,words,1,
10.58.13.845395,PL96,words,1,
10.58.13.896454,PL96,words,1,
10.58.13.936913,PL96,words,1,
10.58.13.952274,PL96,words,1,
10.58.13.999433,PL96,words,1,
10.58.14.030668,PL96,words,1,
10.58.14.077334,PL96,words,1,
10.58.14.108779,PL96,words,1,
10.58.14.140050,PL96,words,1,
10.58.14.186927,PL96,words,1,
10.58.14.218202,PL96,words,1,
10.58.14.265047,PL96,words,1,
10.58.14.296099,PL96,words,1,
10.58.14.327311,PL96,words,1,
10.58.14.366722,PL96,words,1,
10.58.14.410167,PL96,words,1,
10.58.14.441419,PL96,words,1,
10.58.14.472674,PL96,words,1,
10.58.14.519554,PL96,words,1,
10.58.14.550807,PL96,words,1,
10.58.14.597720,PL96,words,1,
10.58.14.628988,PL96,words,1,
10.58.14.660246,PL96,words,1,
10.58.14.707111,PL96,words,1,
10.58.14.738498,PL96,words,1,
10.58.14.785437,PL96,words,1,
10.58.14.816718,PL96,words,1,
10.58.14.847944,PL96,words,1,
10.58.14.894840,PL96,words,1,
10.58.14.926138,PL96,words,1,
10.58.14.957386,PL96,words,1,
10.58.15.004039,PL96,words,1,
10.58.15.035511,PL96,words,1,
10.58.15.082358,PL96,words,1,
10.58.15.113624,PL96,words,1,
10.58.15.144899,PL96,words,1,
10.58.15.191749,PL96,words,1,
10.58.15.223015,PL96,words,1,
10.58.15.254008,PL96,words,1,
10.58.15.301131,PL96,words,1,
10.58.15.332398,PL96,words,1,
10.58.15.379283,PL96,words,1,
10.58.15.410513,PL96,words,1,
10.58.15.448733,PL96,words,1,
10.58.15.479960,PL96,words,1,
10.58.15.526826,PL96,words,1,
10.58.15.558088,PL96,words,1,
10.58.15.589099,PL96,words,1,
10.58.15.636232,PL96,words,1,
10.58.15.667485,PL96,words,1,
10.58.15.714336,PL96,words,1,
10.58.15.745609,PL96,words,1,
10.58.15.776850,PL96,words,1,
10.58.15.823737,PL96,words,1,
10.58.15.854903,PL96,words,1,
10.58.15.885999,PL96,words,1,
10.58.15.933107,PL96,words,1,
10.58.15.964359,PL96,words,1,
10.58.16.011269,PL96,words,1,
10.58.16.042494,PL96,words,1,
10.58.16.073778,PL96,words,1,
10.58.16.120430,PL96,words,1,
10.58.16.151881,PL96,words,1,
10.58.16.182909,PL96,words,1,
10.58.16.234208,PL96,words,1,
10.58.16.266526,PL96,words,1,
10.58.16.297779,PL96,words,1,
10.58.16.344675,PL96,words,1,
