09.35.30.009500,PL151,login,
09.35.34.753374,PL151,words ,1,
09.35.35.284679,PL151,words ,1,
09.35.35.315954,PL151,words ,1,
09.35.35.346975,PL151,words ,1,
09.35.35.394061,PL151,words ,1,
09.35.35.425322,PL151,words ,1,
09.35.35.472229,PL151,words ,1,
09.35.35.503455,PL151,words ,1,
09.35.35.534709,PL151,words ,1,
09.35.35.581599,PL151,words ,1,
09.35.35.612857,PL151,words ,1,
09.35.35.643878,PL151,words ,1,
09.35.35.691001,PL151,words ,1,
09.35.35.722244,PL151,words ,1,
09.35.35.769108,PL151,words ,1,
09.35.35.800369,PL151,words ,1,
09.35.35.831632,PL151,words ,1,
09.35.35.878506,PL151,words ,1,
09.35.35.909768,PL151,words ,1,
09.35.35.956641,PL151,words ,1,
09.35.35.987878,PL151,words ,1,
09.35.36.019116,PL151,words ,1,
09.35.36.066021,PL151,words ,1,
09.35.36.097286,PL151,words ,1,
09.35.36.128437,PL151,words ,1,
09.35.36.175429,PL151,words ,1,
09.35.36.206671,PL151,words ,1,
09.35.36.253517,PL151,words ,1,
09.35.36.284776,PL151,words ,1,
09.35.36.316041,PL151,words ,1,
09.35.36.362938,PL151,words ,1,
09.35.36.393924,PL151,words ,1,
09.35.36.425466,PL151,words ,1,
09.35.36.472623,PL151,words ,1,
09.35.36.503877,PL151,words ,1,
09.35.36.550758,PL151,words ,1,
09.35.36.582009,PL151,words ,1,
09.35.36.613266,PL151,words ,1,
09.35.36.659937,PL151,words ,1,
09.35.36.691370,PL151,words ,1,
09.35.36.722375,PL151,words ,1,
09.35.36.769519,PL151,words ,1,
09.35.36.800779,PL151,words ,1,
09.35.36.832019,PL151,words ,1,
09.35.36.878919,PL151,words ,1,
09.35.36.909894,PL151,words ,1,
09.35.36.957051,PL151,words ,1,
09.35.36.988307,PL151,words ,1,
09.35.37.035140,PL151,words ,1,
09.35.37.066394,PL151,words ,1,
09.35.37.097672,PL151,words ,1,
09.35.37.144560,PL151,words ,1,
09.35.37.175803,PL151,words ,1,
09.35.37.207077,PL151,words ,1,
09.35.37.253925,PL151,words ,1,
09.35.37.285178,PL151,words ,1,
09.35.37.332071,PL151,words,1,
09.35.37.363346,PL151,words,1,
09.35.37.394503,PL151,words,1,
09.35.37.441452,PL151,words,1,
09.35.37.472698,PL151,words,1,
09.35.37.503717,PL151,words,1,
09.35.37.550853,PL151,words,1,
09.35.37.582107,PL151,words,1,
09.35.37.628998,PL151,words,1,
09.35.37.659974,PL151,words,1,
09.35.37.691474,PL151,words,1,
09.35.37.738385,PL151,words,1,
09.35.37.769621,PL151,words,1,
09.35.37.800612,PL151,words,1,
09.35.37.847730,PL151,words,1,
09.35.37.883590,PL151,words,1,
09.35.37.923596,PL151,words,1,
09.35.37.954849,PL151,words,1,
09.35.38.001738,PL151,words,1,
09.35.38.032981,PL151,words,1,
09.35.38.063969,PL151,words,1,
09.35.38.111132,PL151,words,1,
09.35.38.142368,PL151,words,1,
09.35.38.173630,PL151,words,1,
09.35.38.220513,PL151,words,1,
09.35.38.251745,PL151,words,1,
09.35.38.298643,PL151,words,1,
09.35.38.329889,PL151,words,1,
09.35.38.361020,PL151,words,1,
09.35.38.408002,PL151,words,1,
09.35.38.439239,PL151,words,1,
09.35.38.470262,PL151,words,1,
09.35.38.517415,PL151,words,1,
09.35.38.548645,PL151,words,1,
09.35.38.595538,PL151,words,1,
09.35.38.626528,PL151,words,1,
09.35.38.657780,PL151,words,1,
09.35.38.704660,PL151,words,1,
09.35.38.735914,PL151,words,1,
09.35.38.767166,PL151,words,1,
09.35.38.814048,PL151,words,1,
09.35.38.845301,PL151,words,1,
09.35.38.892220,PL151,words,1,
09.35.38.923433,PL151,words,1,
09.35.38.954722,PL151,words,1,
09.35.39.001808,PL151,words,1,
09.35.39.033100,PL151,words,1,
09.35.39.079952,PL151,words,1,
09.35.39.111112,PL151,words,1,
09.35.39.142476,PL151,words,1,
09.35.39.189366,PL151,words,1,
09.35.39.220588,PL151,words,1,
09.35.39.251872,PL151,words,1,
09.35.39.298720,PL151,words,1,
09.35.39.329993,PL151,words,1,
09.35.39.376808,PL151,words,1,
09.35.39.408115,PL151,words,1,
09.35.39.439366,PL151,words,1,
09.35.39.485995,PL151,words,1,
09.35.39.517296,PL151,words,1,
09.35.39.548551,PL151,words,1,
09.35.39.595412,PL151,words,1,
09.35.39.626672,PL151,words,1,
09.35.39.673538,PL151,words,1,
09.35.39.709907,PL151,words,1,
09.35.39.742291,PL151,words,1,
09.35.39.773556,PL151,words,1,
09.35.39.820424,PL151,words,1,
09.35.39.851693,PL151,words,1,
09.35.39.882904,PL151,words,1,
09.35.39.929825,PL151,words,1,
09.35.39.961270,PL151,words,1,
09.35.40.008185,PL151,words,1,
09.35.40.039449,PL151,words,1,
09.35.40.070699,PL151,words,1,
09.35.40.117557,PL151,words,1,
09.35.40.148831,PL151,words,1,
09.35.40.195704,PL151,words,1,
09.35.40.226704,PL151,words,1,
09.35.40.258216,PL151,words,1,
09.35.40.305069,PL151,words,1,
09.35.40.336332,PL151,words,1,
09.35.40.367599,PL151,words,1,
09.35.40.414481,PL151,words,1,
09.35.40.445722,PL151,words,1,
09.35.40.492584,PL151,words,1,
09.35.40.523876,PL151,words,1,
09.35.40.555116,PL151,words,1,
09.35.40.602006,PL151,words,1,
09.35.40.633250,PL151,words,1,
09.35.40.664267,PL151,words,1,
09.35.40.711116,PL151,words,1,
09.35.40.742370,PL151,words,1,
09.35.40.789491,PL151,words,1,
09.35.40.820736,PL151,words,1,
09.35.40.852031,PL151,words,1,
09.35.40.898637,PL151,words,1,
09.35.40.930130,PL151,words,1,
09.35.40.961143,PL151,words,1,
09.35.41.008290,PL151,words,1,
09.35.41.039517,PL151,words,1,
09.35.41.430212,PL151,words,2,
09.35.41.961526,PL151,words,2,
09.35.41.992528,PL151,words,2,
09.35.42.039650,PL151,words,2,
09.35.42.070910,PL151,words,2,
09.35.42.102170,PL151,words,2,
09.35.42.149014,PL151,words,2,
09.35.42.180269,PL151,words,2,
09.35.42.211275,PL151,words,2,
09.35.42.258424,PL151,words,2,
09.35.42.289676,PL151,words,2,
09.35.42.336340,PL151,words,2,
09.35.42.367797,PL151,words,2,
09.35.42.399050,PL151,words,2,
09.35.42.445936,PL151,words,2,
09.35.42.477090,PL151,words,2,
09.35.42.524055,PL151,words,2,
09.35.42.555297,PL151,words,2,
09.35.42.586564,PL151,words,2,
09.35.42.633451,PL151,words,2,
09.35.42.664699,PL151,words,2,
09.35.42.695958,PL151,words,2,
09.35.42.742581,PL151,words,2,
09.35.42.774123,PL151,words,2,
09.35.42.820986,PL151,words,2,
09.35.42.852244,PL151,words,2,
09.35.42.883262,PL151,words,2,
09.35.42.930142,PL151,words,2,
09.35.42.961354,PL151,words,2,
09.35.42.992607,PL151,words,2,
09.35.43.039487,PL151,words,2,
09.35.43.070739,PL151,words,2,
09.35.43.117620,PL151,words,2,
09.35.43.148873,PL151,words,2,
09.35.43.180154,PL151,words,2,
09.35.43.227026,PL151,words,2,
09.35.43.258285,PL151,words,2,
09.35.43.289514,PL151,words,2,
09.35.43.336427,PL151,words,2,
09.35.43.367671,PL151,words,2,
09.35.43.414553,PL151,words,2,
09.35.43.445806,PL151,words,2,
09.35.43.477060,PL151,words,2,
09.35.43.523913,PL151,words,2,
09.35.43.555166,PL151,words,2,
09.35.43.602046,PL151,words,2,
09.35.43.633300,PL151,words,2,
09.35.43.664553,PL151,words,2,
09.35.43.711716,PL151,words,2,
09.35.43.742974,PL151,words,2,
09.35.43.774265,PL151,words,2,
09.35.43.821106,PL151,words,2,
09.35.43.852359,PL151,words,2,
09.35.43.899239,PL151,words,2,
09.35.43.930501,PL151,words,2,
09.35.43.961746,PL151,words,2,
09.35.44.008629,PL151,words,2,
09.35.44.039878,PL151,words,2,
09.35.44.071132,PL151,words,2,
09.35.44.118012,PL151,words,2,
09.35.44.149264,PL151,words,2,
09.35.44.196144,PL151,words,2,
09.35.44.227397,PL151,words,2,
09.35.44.258650,PL151,words,2,
09.35.44.305532,PL151,words,2,
09.35.44.336784,PL151,words,2,
09.35.44.368037,PL151,words,2,
09.35.44.414918,PL151,words,2,
09.35.44.446171,PL151,words,2,
09.35.44.493050,PL151,words,2,
09.35.44.524344,PL151,words,2,
09.35.44.555608,PL151,words,2,
09.35.44.602469,PL151,words,2,
09.35.44.633723,PL151,words,2,
09.35.44.664985,PL151,words,2,
09.35.44.711849,PL151,words,2,
09.35.44.743082,PL151,words,2,
09.35.44.789956,PL151,words,2,
09.35.44.821210,PL151,words,2,
09.35.44.852491,PL151,words,2,
09.35.44.899359,PL151,words,2,
09.35.44.930597,PL151,words,2,
09.35.44.977505,PL151,words,2,
09.35.45.016176,PL151,words,2,
09.35.45.047429,PL151,words,2,
09.35.45.078682,PL151,words,2,
09.35.45.125563,PL151,words,2,
09.35.45.156817,PL151,words,2,
09.35.45.188069,PL151,words,2,
09.35.45.234980,PL151,words,2,
09.35.45.266203,PL151,words,2,
09.35.45.297467,PL151,words,2,
09.35.45.344336,PL151,words,2,
09.35.45.375590,PL151,words,2,
09.35.45.422468,PL151,words,2,
09.35.45.453722,PL151,words,2,
09.35.45.484976,PL151,words,2,
09.35.45.531856,PL151,words,2,
09.35.45.563109,PL151,words,2,
09.35.45.609994,PL151,words,2,
09.35.45.641242,PL151,words,2,
09.35.45.672495,PL151,words,2,
09.35.45.719376,PL151,words,2,
09.35.45.750628,PL151,words,2,
09.35.45.781915,PL151,words,2,
09.35.45.828809,PL151,words,2,
09.35.45.860058,PL151,words,2,
09.35.45.906894,PL151,words,2,
09.35.45.938149,PL151,words,2,
09.35.45.969400,PL151,words,2,
09.35.46.016282,PL151,words,2,
09.35.46.047770,PL151,words,2,
09.35.46.078838,PL151,words,2,
09.35.46.125667,PL151,words,2,
09.35.46.156960,PL151,words,2,
09.35.46.203802,PL151,words,2,
09.35.46.235062,PL151,words,2,
09.35.46.266572,PL151,words,2,
09.35.46.313221,PL151,words,2,
09.35.46.344440,PL151,words,2,
09.35.46.375697,PL151,words,2,
09.35.46.422575,PL151,words,2,
09.35.46.453828,PL151,words,2,
09.35.46.500989,PL151,words,2,
09.35.46.532237,PL151,words,2,
09.35.46.563485,PL151,words,2,
09.35.46.610342,PL151,words,2,
09.35.46.641646,PL151,words,2,
09.35.46.688484,PL151,words,2,
09.35.46.719768,PL151,words,2,
09.35.46.751008,PL151,words,2,
09.35.46.797855,PL151,words,2,
09.35.46.829112,PL151,words,2,
09.35.46.860394,PL151,words,2,
09.35.46.907252,PL151,words,2,
09.35.46.938500,PL151,words,2,
09.35.46.985133,PL151,words,2,
09.35.47.016388,PL151,words,2,
09.35.47.047884,PL151,words,2,
09.35.47.094797,PL151,words,2,
09.35.47.125778,PL151,words,2,
09.35.47.157038,PL151,words,2,
09.35.47.204156,PL151,words,2,
09.35.47.235415,PL151,words,2,
09.35.47.282291,PL151,words,2,
09.35.47.313545,PL151,words,2,
09.35.47.344823,PL151,words,2,
09.35.47.391735,PL151,words,2,
09.35.47.422957,PL151,words,2,
09.35.47.469835,PL151,words,2,
09.35.47.501062,PL151,words,2,
09.35.47.532332,PL151,words,2,
09.35.47.579192,PL151,words,2,
09.35.47.610245,PL151,words,2,
09.35.47.641726,PL151,words,2,
09.35.47.688590,PL151,words,2,
09.35.47.719835,PL151,words,2,
09.35.47.766713,PL151,words,2,
09.35.47.797985,PL151,words,2,
09.35.47.829208,PL151,words,2,
09.35.47.876034,PL151,words,2,
09.35.47.907379,PL151,words,2,
09.35.47.938589,PL151,words,2,
09.35.47.985489,PL151,words,2,
09.35.48.016726,PL151,words,2,
09.35.48.063638,PL151,words,2,
09.35.48.094893,PL151,words,2,
09.35.48.126040,PL151,words,2,
09.35.48.173026,PL151,words,2,
09.35.48.204279,PL151,words,2,
09.35.48.235265,PL151,words,2,
09.35.48.282415,PL151,words,2,
09.35.48.313665,PL151,words,2,
09.35.48.360555,PL151,words,2,
09.35.48.391693,PL151,words,2,
09.35.48.423065,PL151,words,2,
09.35.48.469958,PL151,words,2,
09.35.48.501164,PL151,words,2,
09.35.48.532355,PL151,words,2,
