02.39.30.330933 PL18 login 
10.01.32.297119 PL18 login 
12.01.39.781021 PL18 login 
12.01.53.759534 PL18 words 1 
12.01.54.268982 PL18 words 1 
12.01.54.321824 PL18 words 1 
12.01.54.347099 PL18 words 1 
12.01.54.384180 PL18 words 1 
12.01.54.426481 PL18 words 1 
12.01.54.457564 PL18 words 1 
12.01.54.510498 PL18 words 1 
12.01.54.534809 PL18 words 1 
12.01.54.571415 PL18 words 1 
12.01.54.615530 PL18 words 1 
12.01.54.646695 PL18 words 1 
12.01.54.698446 PL18 words 1 
12.01.54.724137 PL18 words 1 
12.01.54.761420 PL18 words 1 
12.01.54.801770 PL18 words 1 
12.01.54.831385 PL18 words 1 
12.01.54.865469 PL18 words 1 
12.01.54.911595 PL18 words 1 
12.01.54.947963 PL18 words 1 
12.01.54.974680 PL18 words 1 
12.01.55.020786 PL18 words 1 
12.01.55.051878 PL18 words 1 
12.01.55.098621 PL18 words 1 
12.01.55.134942 PL18 words 1 
12.01.55.160347 PL18 words 1 
12.01.55.197803 PL18 words 1 
12.01.55.237896 PL18 words 1 
12.01.55.285314 PL18 words 1 
12.01.55.319872 PL18 words 1 
12.01.55.350712 PL18 words 1 
12.01.55.383912 PL18 words 1 
12.01.55.425617 PL18 words 1 
12.01.55.459148 PL18 words 1 
12.01.55.510551 PL18 words 1 
12.01.55.534706 PL18 words 1 
12.01.55.583184 PL18 words 1 
12.01.55.614668 PL18 words 1 
12.01.55.645060 PL18 words 1 
12.01.55.696694 PL18 words 1 
12.01.55.725370 PL18 words 1 
12.01.55.760044 PL18 words 1 
12.01.55.801524 PL18 words 1 
12.01.55.833175 PL18 words 1 
12.01.55.878275 PL18 words 1 
12.01.55.911434 PL18 words 1 
12.01.55.946945 PL18 words 1 
12.01.55.987682 PL18 words 1 
12.01.56.019808 PL18 words 1 
12.01.56.071041 PL18 words 1 
12.01.56.097723 PL18 words 1 
12.01.56.129241 PL18 words 1 
12.01.56.163122 PL18 words 1 
12.01.56.207717 PL18 words 1 
12.01.56.240005 PL18 words 1 
12.01.56.286008 PL18 words 1 
12.01.56.322902 PL18 words 1 
12.01.56.365017 PL18 words 1 
12.01.56.394488 PL18 words 1 
12.01.56.426230 PL18 words 1 
12.01.56.471004 PL18 words 1 
12.01.56.510410 PL18 words 1 
12.01.56.535679 PL18 words 1 
12.01.56.583480 PL18 words 1 
12.01.56.614133 PL18 words 1 
12.01.56.658636 PL18 words 1 
12.01.56.693979 PL18 words 1 
12.01.56.722371 PL18 words 1 
12.01.56.769286 PL18 words 1 
12.01.56.800967 PL18 words 1 
12.01.56.848127 PL18 words 1 
12.01.56.882640 PL18 words 1 
12.01.56.912188 PL18 words 1 
12.01.56.946875 PL18 words 1 
12.01.56.988079 PL18 words 1 
12.01.57.020159 PL18 words 1 
12.01.57.070445 PL18 words 1 
12.01.57.099512 PL18 words 1 
12.01.57.135290 PL18 words 1 
12.01.57.175508 PL18 words 1 
12.01.57.207977 PL18 words 1 
12.01.57.262139 PL18 words 1 
12.01.57.287684 PL18 words 1 
12.01.57.322705 PL18 words 1 
12.01.57.363503 PL18 words 1 
12.01.57.395260 PL18 words 1 
12.01.57.447071 PL18 words 1 
12.01.57.472768 PL18 words 1 
12.01.57.506718 PL18 words 1 
12.01.57.550832 PL18 words 1 
12.01.57.582819 PL18 words 1 
12.01.57.614148 PL18 words 1 
12.01.57.660859 PL18 words 1 
12.01.57.696509 PL18 words 1 
12.01.57.738353 PL18 words 1 
12.01.57.769261 PL18 words 1 
12.01.57.799535 PL18 words 1 
12.01.57.848000 PL18 words 1 
12.01.57.884628 PL18 words 1 
12.01.57.911749 PL18 words 1 
12.01.57.957877 PL18 words 1 
12.01.57.988970 PL18 words 1 
12.01.58.035236 PL18 words 1 
