`2018.02.20  12.15.57.8593,C:\Subhasree\CODES\MOSCATO1\moscato\bin\Debug\PUZZLE\189\puzzle_02.png
2018.02.20  12.16.34.0085,C:\Subhasree\CODES\MOSCATO1\moscato\bin\Debug\PUZZLE\PL12\puzzle_05.png
