12.00.25.099392 PL301 login 
12.00.33.711855 PL301 words 1 
12.00.33.956505 PL301 words 1 
12.00.34.160046 PL301 words 1 
12.00.34.332504 PL301 words 1 
12.00.34.461849 PL301 words 2 
12.00.34.648345 PL301 words 2 
12.00.34.801753 PL301 words 2 
12.00.34.930094 PL301 words 2 
12.00.35.082500 PL301 words 2 
12.00.35.222906 PL301 words 2 
12.00.35.379289 PL301 words 2 
12.00.35.520700 PL301 words 2 
12.00.35.706233 PL301 words 2 
12.00.35.877649 PL301 words 2 
12.00.36.040120 PL301 words 2 
12.00.36.232595 PL301 words 2 
12.00.36.395025 PL301 words 2 
12.00.36.581521 PL301 words 2 
12.00.36.783058 PL301 words 2 
12.00.36.930450 PL301 words 2 
12.00.37.098897 PL301 words 2 
12.00.37.285394 PL301 words 2 
12.00.37.460898 PL301 words 2 
12.00.37.628344 PL301 words 2 
12.00.37.816840 PL301 words 2 
12.00.37.988287 PL301 words 2 
12.00.38.147724 PL301 words 2 
12.00.38.335211 PL301 words 2 
12.00.38.492646 PL301 words 2 
12.00.38.722213 PL301 words 1 
12.00.38.941798 PL301 words 1 
12.00.39.098214 PL301 words 1 
12.00.39.284710 PL301 words 1 
12.00.39.465191 PL301 words 1 
12.00.39.659706 PL301 words 1 
12.00.39.836176 PL301 words 1 
12.00.40.023676 PL301 words 1 
12.00.40.209205 PL301 words 1 
12.00.40.394662 PL301 words 1 
12.00.40.565115 PL301 words 2 
12.00.40.770663 PL301 words 2 
12.00.40.925106 PL301 words 2 
12.00.41.101540 PL301 words 2 
12.00.41.382287 PL301 words 2 
12.00.41.597860 PL301 words 2 
12.00.41.770320 PL301 words 2 
12.00.41.955854 PL301 words 2 
12.00.42.476222 PL301 words 2 
12.00.42.520340 PL301 words 2 
12.00.42.551397 PL301 words 2 
12.00.42.598522 PL301 words 2 
12.00.42.628602 PL301 words 2 
12.00.42.663721 PL301 words 2 
12.00.42.698788 PL301 words 2 
12.00.42.737891 PL301 words 2 
12.00.42.769979 PL301 words 2 
12.00.42.817104 PL301 words 2 
12.00.42.851219 PL301 words 2 
12.00.42.883284 PL301 words 2 
12.00.50.190711 PL301 words 1 
12.00.50.722123 PL301 words 1 
12.00.50.753206 PL301 words 1 
12.00.50.800368 PL301 words 1 
12.00.50.835431 PL301 words 1 
12.00.50.864504 PL301 words 1 
12.00.50.909622 PL301 words 1 
12.00.50.945719 PL301 words 1 
12.00.50.973794 PL301 words 1 
12.00.51.011895 PL301 words 1 
12.00.51.050999 PL301 words 1 
12.00.51.097120 PL301 words 1 
12.00.51.129207 PL301 words 1 
12.00.51.161291 PL301 words 1 
12.00.51.197393 PL301 words 1 
12.00.51.264566 PL301 words 1 
12.00.51.285636 PL301 words 1 
12.00.51.316710 PL301 words 1 
12.00.51.347788 PL301 words 1 
12.00.51.398972 PL301 words 1 
12.00.51.430048 PL301 words 1 
12.00.51.457124 PL301 words 1 
12.00.51.494178 PL301 words 1 
12.00.51.535286 PL301 words 1 
12.00.51.585433 PL301 words 1 
12.00.51.618551 PL301 words 1 
12.00.51.644577 PL301 words 1 
12.00.51.832075 PL301 words 2 
12.00.52.367538 PL301 words 2 
12.00.52.393611 PL301 words 2 
12.00.52.441698 PL301 words 2 
12.00.52.472780 PL301 words 2 
12.00.52.503862 PL301 words 2 
12.00.52.556000 PL301 words 2 
12.00.52.597110 PL301 words 2 
12.00.52.628192 PL301 words 2 
12.00.52.659275 PL301 words 2 
12.00.52.691360 PL301 words 2 
12.00.52.742542 PL301 words 2 
12.00.52.769610 PL301 words 2 
12.00.52.806168 PL301 words 2 
12.00.52.848146 PL301 words 2 
12.00.52.894265 PL301 words 2 
12.00.52.925302 PL301 words 2 
12.00.52.961401 PL301 words 2 
12.00.52.992529 PL301 words 2 
12.00.53.036601 PL301 words 2 
12.00.53.066707 PL301 words 2 
12.00.53.112803 PL301 words 2 
12.00.53.147943 PL301 words 2 
12.00.53.179983 PL301 words 2 
12.00.53.222095 PL301 words 2 
12.00.53.253178 PL301 words 2 
12.00.53.301305 PL301 words 2 
12.00.53.333390 PL301 words 2 
12.00.53.364476 PL301 words 2 
12.00.53.430825 PL301 words 2 
12.00.53.457408 PL301 words 2 
12.00.53.472480 PL301 words 2 
12.00.53.510548 PL301 words 2 
12.00.53.549652 PL301 words 2 
12.00.53.597385 PL301 words 2 
12.00.53.628975 PL301 words 2 
12.00.53.660102 PL301 words 2 
12.00.53.697660 PL301 words 2 
12.00.53.736987 PL301 words 2 
12.00.53.770079 PL301 words 2 
12.00.53.816167 PL301 words 2 
12.00.53.850258 PL301 words 2 
12.00.53.882348 PL301 words 2 
12.00.53.925458 PL301 words 2 
12.00.53.964565 PL301 words 2 
12.00.54.003672 PL301 words 2 
12.00.54.035753 PL301 words 2 
12.00.54.070847 PL301 words 2 
12.00.54.111954 PL301 words 2 
12.00.54.145042 PL301 words 2 
12.00.54.197696 PL301 words 2 
12.00.54.230354 PL301 words 2 
12.00.54.258428 PL301 words 2 
12.00.54.300542 PL301 words 2 
12.00.54.332627 PL301 words 2 
12.00.54.380755 PL301 words 2 
12.00.54.408828 PL301 words 2 
12.00.54.446943 PL301 words 2 
12.00.54.514111 PL301 words 2 
12.00.54.534201 PL301 words 2 
12.00.54.555245 PL301 words 2 
12.00.54.597330 PL301 words 2 
12.00.54.628412 PL301 words 2 
12.00.54.680551 PL301 words 2 
12.00.54.706620 PL301 words 2 
12.00.54.742717 PL301 words 2 
12.00.54.784829 PL301 words 2 
12.00.54.816914 PL301 words 2 
12.00.54.849000 PL301 words 2 
12.00.54.895124 PL301 words 2 
12.00.54.929247 PL301 words 2 
12.00.54.960329 PL301 words 2 
12.00.55.004418 PL301 words 2 
12.00.55.047534 PL301 words 2 
12.00.55.081631 PL301 words 2 
12.00.55.117768 PL301 words 2 
12.00.55.148847 PL301 words 2 
12.00.55.191916 PL301 words 2 
12.00.55.223001 PL301 words 2 
12.00.55.269158 PL301 words 2 
12.00.55.331597 PL301 words 2 
12.00.55.348633 PL301 words 2 
12.00.55.383779 PL301 words 2 
12.00.55.411801 PL301 words 2 
12.00.55.446894 PL301 words 2 
12.00.55.487001 PL301 words 2 
12.00.55.519112 PL301 words 2 
12.00.55.570255 PL301 words 2 
12.00.55.599299 PL301 words 2 
12.00.55.630381 PL301 words 2 
12.00.55.680515 PL301 words 2 
12.00.55.711598 PL301 words 2 
12.00.55.753710 PL301 words 2 
12.00.55.785795 PL301 words 2 
12.00.55.816877 PL301 words 2 
12.00.55.900030 PL301 words 2 
12.00.55.927088 PL301 words 2 
12.00.55.974178 PL301 words 2 
12.00.56.003264 PL301 words 2 
12.00.56.054436 PL301 words 2 
12.00.56.085511 PL301 words 2 
12.00.56.115553 PL301 words 2 
12.00.56.183252 PL301 words 2 
12.00.56.206325 PL301 words 2 
12.00.56.242375 PL301 words 2 
12.00.56.275469 PL301 words 2 
12.00.56.299526 PL301 words 2 
12.00.56.335622 PL301 words 2 
12.00.56.378737 PL301 words 2 
12.00.56.448929 PL301 words 2 
12.00.56.488067 PL301 words 2 
12.00.56.523172 PL301 words 2 
12.00.56.566251 PL301 words 2 
12.00.56.597360 PL301 words 2 
12.00.56.647452 PL301 words 2 
12.00.56.675527 PL301 words 2 
12.00.56.724657 PL301 words 2 
12.00.56.753736 PL301 words 2 
12.00.56.784858 PL301 words 2 
12.00.56.835955 PL301 words 2 
12.00.56.864032 PL301 words 2 
12.00.56.898121 PL301 words 2 
12.00.56.941244 PL301 words 2 
12.00.56.992369 PL301 words 2 
12.00.57.005403 PL301 words 2 
12.00.57.051526 PL301 words 2 
12.00.57.085617 PL301 words 2 
12.00.57.117703 PL301 words 2 
12.00.57.159815 PL301 words 2 
12.00.57.191907 PL301 words 2 
12.00.57.263125 PL301 words 2 
12.00.57.285148 PL301 words 2 
12.00.57.305202 PL301 words 2 
12.00.57.348316 PL301 words 2 
12.00.57.380404 PL301 words 2 
12.00.57.424518 PL301 words 2 
12.00.57.457607 PL301 words 2 
12.00.57.493704 PL301 words 2 
12.00.57.533809 PL301 words 2 
12.00.57.565894 PL301 words 2 
12.00.57.613020 PL301 words 2 
12.00.57.648113 PL301 words 2 
12.00.57.680199 PL301 words 2 
12.00.57.723314 PL301 words 2 
12.00.57.753408 PL301 words 2 
12.00.57.813553 PL301 words 2 
12.00.57.831601 PL301 words 2 
12.00.57.864689 PL301 words 2 
12.00.57.913820 PL301 words 2 
12.00.57.941894 PL301 words 2 
12.00.57.973988 PL301 words 2 
12.00.58.019099 PL301 words 2 
12.00.58.052187 PL301 words 2 
12.00.58.099317 PL301 words 2 
12.00.58.131401 PL301 words 2 
12.00.58.165489 PL301 words 2 
12.00.58.207639 PL301 words 2 
12.00.58.238699 PL301 words 2 
12.00.58.288817 PL301 words 2 
12.00.58.317896 PL301 words 2 
12.00.58.382982 PL301 words 2 
12.00.58.400028 PL301 words 2 
12.00.58.426098 PL301 words 2 
12.00.58.461218 PL301 words 2 
12.00.58.494306 PL301 words 2 
12.00.58.534414 PL301 words 2 
12.00.58.567500 PL301 words 2 
12.00.58.613638 PL301 words 2 
12.00.58.660768 PL301 words 2 
12.00.58.680803 PL301 words 2 
12.00.58.722913 PL301 words 2 
12.00.58.754030 PL301 words 2 
12.00.58.801123 PL301 words 2 
12.00.58.834211 PL301 words 2 
12.00.58.867333 PL301 words 2 
12.00.58.941789 PL301 words 2 
12.00.58.977885 PL301 words 2 
12.00.59.021041 PL301 words 2 
12.00.59.051129 PL301 words 2 
12.00.59.104221 PL301 words 2 
12.00.59.129287 PL301 words 2 
12.00.59.163393 PL301 words 2 
12.00.59.207496 PL301 words 2 
12.00.59.237611 PL301 words 2 
12.00.59.287757 PL301 words 2 
12.00.59.316786 PL301 words 2 
12.00.59.351880 PL301 words 2 
12.00.59.395043 PL301 words 2 
12.00.59.426076 PL301 words 2 
12.00.59.473235 PL301 words 2 
12.00.59.504284 PL301 words 2 
12.00.59.539378 PL301 words 2 
12.00.59.581539 PL301 words 2 
12.00.59.613575 PL301 words 2 
12.00.59.646663 PL301 words 2 
12.00.59.692798 PL301 words 2 
12.00.59.729885 PL301 words 2 
12.00.59.770038 PL301 words 2 
12.00.59.801122 PL301 words 2 
12.00.59.833171 PL301 words 2 
12.00.59.879281 PL301 words 2 
12.00.59.915427 PL301 words 2 
12.00.59.957488 PL301 words 2 
12.00.59.996612 PL301 words 2 
12.01.00.019654 PL301 words 2 
12.01.00.066780 PL301 words 2 
12.01.00.100917 PL301 words 2 
12.01.00.145037 PL301 words 2 
12.01.00.175068 PL301 words 2 
12.01.00.207191 PL301 words 2 
12.01.00.280346 PL301 words 2 
12.01.00.301403 PL301 words 2 
12.01.00.317475 PL301 words 2 
12.01.00.364574 PL301 words 2 
12.01.00.395654 PL301 words 2 
12.01.00.442779 PL301 words 2 
12.01.00.472860 PL301 words 2 
12.01.00.503991 PL301 words 2 
12.01.00.550097 PL301 words 2 
12.01.00.582150 PL301 words 2 
12.01.00.613240 PL301 words 2 
12.01.00.667401 PL301 words 2 
12.01.00.693446 PL301 words 2 
12.01.00.738566 PL301 words 2 
12.01.00.768691 PL301 words 2 
12.01.00.813782 PL301 words 2 
12.01.00.852870 PL301 words 2 
12.01.00.879943 PL301 words 2 
12.01.00.927068 PL301 words 2 
12.01.00.957156 PL301 words 2 
12.01.00.988229 PL301 words 2 
12.01.01.037437 PL301 words 2 
12.01.01.080672 PL301 words 2 
12.01.01.098690 PL301 words 2 
12.01.01.144814 PL301 words 2 
12.01.01.175897 PL301 words 2 
12.01.01.226073 PL301 words 2 
12.01.01.254105 PL301 words 2 
12.01.01.285187 PL301 words 2 
12.01.01.363540 PL301 words 2 
12.01.01.378582 PL301 words 2 
12.01.01.395631 PL301 words 2 
12.01.01.442752 PL301 words 2 
12.01.01.473835 PL301 words 2 
12.01.01.520961 PL301 words 2 
12.01.01.551090 PL301 words 2 
12.01.01.583125 PL301 words 2 
12.01.01.649302 PL301 words 2 
12.01.01.676372 PL301 words 2 
12.01.01.695422 PL301 words 2 
12.01.13.481776 PL301 letters F E E _ 
12.01.13.843789 PL301 letters F E E L 
12.01.15.694672 PL301 letters P R O H _ _ 
12.01.16.431679 PL301 letters P R O H U _ 
12.01.17.358125 PL301 letters P R O H U R 
12.01.18.480156 PL301 letters G U I L T 
12.01.19.564079 PL301 letters G _ A D 
12.01.19.628210 PL301 letters G L A D 
12.01.20.744178 PL301 letters F _ _ T I L E 
12.01.21.119175 PL301 letters F R _ T I L E 
12.01.21.827109 PL301 letters F R R T I L E 
12.01.23.714074 PL301 letters B E R _ Y 
12.01.24.316710 PL301 letters B E R R Y 
12.01.42.316154 PL301 login 
12.01.53.123154 PL301 letters F E E _ 
12.01.53.407925 PL301 letters F E E L 
12.01.54.738450 PL301 letters P R O F _ _ 
12.01.55.050278 PL301 letters P R O F I _ 
12.01.56.228411 PL301 letters G U I L T 
12.01.57.542929 PL301 letters G _ A D 
12.01.57.720410 PL301 letters G L A D 
12.01.58.815289 PL301 letters F _ _ T I L E 
12.01.59.040928 PL301 letters F E _ T I L E 
12.01.59.197328 PL301 letters F E R T I L E 
12.02.01.189651 PL301 letters B E R _ Y 
12.02.01.984791 PL301 letters B E R R Y 
