12.00.25.106411,PL301,login,
12.00.33.715866,PL301,words ,1,
12.00.33.960516,PL301,words ,1,
12.00.34.164057,PL301,words ,1,
12.00.34.335524,PL301,words ,1,
12.00.34.465860,PL301,words ,2,
12.00.34.652394,PL301,words ,2,
12.00.34.804761,PL301,words ,2,
12.00.34.935108,PL301,words ,2,
12.00.35.086511,PL301,words ,2,
12.00.35.226883,PL301,words ,2,
12.00.35.382297,PL301,words ,2,
12.00.35.523710,PL301,words ,2,
12.00.35.711209,PL301,words ,2,
12.00.35.880657,PL301,words ,2,
12.00.36.044092,PL301,words ,2,
12.00.36.236606,PL301,words ,2,
12.00.36.401043,PL301,words ,2,
12.00.36.586535,PL301,words ,2,
12.00.36.787071,PL301,words ,2,
12.00.36.934460,PL301,words ,2,
12.00.37.101905,PL301,words ,2,
12.00.37.289404,PL301,words ,2,
12.00.37.464870,PL301,words ,2,
12.00.37.633321,PL301,words ,2,
12.00.37.821820,PL301,words ,2,
12.00.37.992300,PL301,words ,2,
12.00.38.152699,PL301,words ,2,
12.00.38.339196,PL301,words ,2,
12.00.38.497618,PL301,words ,2,
12.00.38.726224,PL301,words ,1,
12.00.38.945808,PL301,words ,1,
12.00.39.101262,PL301,words ,1,
12.00.39.288721,PL301,words ,1,
12.00.39.470203,PL301,words ,1,
12.00.39.663719,PL301,words ,1,
12.00.39.841190,PL301,words ,1,
12.00.40.027685,PL301,words ,1,
12.00.40.213179,PL301,words ,1,
12.00.40.397670,PL301,words ,1,
12.00.40.573137,PL301,words ,2,
12.00.40.773669,PL301,words ,2,
12.00.40.930086,PL301,words ,2,
12.00.41.105552,PL301,words ,2,
12.00.41.388304,PL301,words ,2,
12.00.41.601871,PL301,words ,2,
12.00.41.774332,PL301,words ,2,
12.00.41.961829,PL301,words ,2,
12.00.42.480221,PL301,words ,2,
12.00.42.525329,PL301,words ,2,
12.00.42.555408,PL301,words ,2,
12.00.42.602534,PL301,words ,2,
12.00.42.632643,PL301,words ,2,
12.00.42.667733,PL301,words ,2,
12.00.42.702816,PL301,words ,2,
12.00.42.741902,PL301,words ,2,
12.00.42.775994,PL301,words ,2,
12.00.42.821141,PL301,words,2,
12.00.42.855205,PL301,words,2,
12.00.42.887291,PL301,words,2,
12.00.50.194721,PL301,words,1,
12.00.50.726140,PL301,words,1,
12.00.50.757218,PL301,words,1,
12.00.50.805347,PL301,words,1,
12.00.50.840438,PL301,words,1,
