11.32.30.110918,PL17,login,
11.36.04.482317,PL17,login,
11.41.42.588369,PL17,login,
11.41.50.196507,PL17,words ,1,
11.41.50.416421,PL17,words ,1,
11.41.50.601919,PL17,words ,1,
11.41.50.773502,PL17,words ,1,
11.41.51.290508,PL17,words ,1,
11.41.51.334942,PL17,words ,1,
11.41.51.368492,PL17,words ,1,
11.41.51.414737,PL17,words ,1,
11.41.51.451834,PL17,words ,1,
11.41.51.478907,PL17,words ,1,
11.41.51.523098,PL17,words ,1,
11.41.51.554741,PL17,words ,1,
11.41.51.602178,PL17,words ,1,
11.41.51.638414,PL17,words ,1,
11.41.51.665743,PL17,words ,1,
11.41.51.710554,PL17,words ,1,
11.41.51.742407,PL17,words ,1,
11.41.51.773016,PL17,words ,1,
11.41.51.825233,PL17,words ,1,
11.41.51.853954,PL17,words ,1,
11.41.51.900044,PL17,words ,1,
11.41.51.930547,PL17,words ,1,
11.41.51.960623,PL17,words ,1,
11.41.52.013260,PL17,words ,1,
11.41.52.037929,PL17,words ,1,
11.41.52.071362,PL17,words ,1,
11.41.52.119260,PL17,words ,1,
11.41.52.149726,PL17,words ,1,
11.41.52.199756,PL17,words ,1,
11.41.52.226583,PL17,words ,1,
11.41.52.256844,PL17,words ,1,
11.41.52.307294,PL17,words ,1,
11.41.52.336586,PL17,words ,1,
11.41.52.369083,PL17,words ,1,
11.41.52.413647,PL17,words ,1,
11.41.52.445313,PL17,words ,1,
11.41.52.479220,PL17,words ,1,
11.41.52.525422,PL17,words ,1,
11.41.52.555268,PL17,words ,1,
11.41.52.601845,PL17,words ,1,
11.41.52.632249,PL17,words ,1,
11.41.52.666125,PL17,words ,1,
11.41.52.703044,PL17,words ,1,
11.41.52.742720,PL17,words ,1,
11.41.52.789516,PL17,words ,1,
11.41.52.822240,PL17,words ,1,
11.41.52.853784,PL17,words ,1,
11.41.52.900082,PL17,words ,1,
11.41.52.930162,PL17,words ,1,
11.41.52.977548,PL17,words ,1,
11.41.53.009335,PL17,words ,1,
11.41.53.039463,PL17,words ,1,
11.41.53.075838,PL17,words ,1,
11.41.53.117704,PL17,words ,1,
11.41.53.150198,PL17,words ,1,
11.41.53.199354,PL17,words ,1,
11.41.53.225998,PL17,words,1,
11.41.53.262092,PL17,words,1,
11.41.53.305610,PL17,words,1,
11.41.53.336314,PL17,words,1,
11.41.53.382424,PL17,words,1,
11.41.53.415306,PL17,words,1,
11.41.53.446349,PL17,words,1,
11.41.53.493306,PL17,words,1,
11.41.53.524989,PL17,words,1,
11.41.53.568708,PL17,words,1,
11.41.53.600404,PL17,words,1,
11.41.53.638530,PL17,words,1,
11.41.53.678614,PL17,words,1,
11.41.53.711391,PL17,words,1,
11.41.53.743883,PL17,words,1,
11.41.53.790759,PL17,words,1,
11.41.53.824990,PL17,words,1,
11.41.53.868080,PL17,words,1,
11.41.53.899365,PL17,words,1,
11.41.53.929909,PL17,words,1,
11.41.53.980253,PL17,words,1,
11.41.54.011947,PL17,words,1,
11.41.54.055680,PL17,words,1,
11.41.54.087130,PL17,words,1,
11.41.54.118809,PL17,words,1,
11.41.54.164731,PL17,words,1,
11.41.54.200825,PL17,words,1,
11.41.54.227526,PL17,words,1,
11.41.54.272862,PL17,words,1,
11.41.54.305464,PL17,words,1,
11.41.54.352868,PL17,words,1,
11.41.54.388356,PL17,words,1,
11.41.54.416470,PL17,words,1,
11.41.54.450428,PL17,words,1,
11.41.54.491338,PL17,words,1,
11.41.54.540040,PL17,words,1,
11.41.54.577430,PL17,words,1,
11.41.54.603904,PL17,words,1,
11.41.54.639966,PL17,words,1,
11.41.54.680436,PL17,words,1,
11.41.54.712105,PL17,words,1,
11.41.54.762751,PL17,words,1,
11.41.54.792259,PL17,words,1,
11.41.54.824955,PL17,words,1,
11.41.54.869704,PL17,words,1,
11.41.54.899034,PL17,words,1,
11.41.54.952719,PL17,words,1,
11.41.54.977140,PL17,words,1,
11.41.55.014865,PL17,words,1,
11.41.55.057191,PL17,words,1,
11.41.55.086448,PL17,words,1,
11.41.55.139392,PL17,words,1,
11.41.55.164434,PL17,words,1,
11.41.55.201747,PL17,words,1,
11.41.55.243357,PL17,words,1,
11.41.55.274162,PL17,words,1,
11.41.55.325380,PL17,words,1,
11.41.55.352892,PL17,words,1,
11.41.55.385564,PL17,words,1,
11.41.55.430158,PL17,words,1,
11.41.55.461516,PL17,words,1,
11.41.55.493274,PL17,words,1,
11.41.55.540687,PL17,words,1,
11.41.55.574734,PL17,words,1,
11.41.55.603966,PL17,words,1,
11.41.55.649314,PL17,words,1,
11.41.55.679227,PL17,words,1,
11.41.55.726723,PL17,words,1,
11.41.55.765379,PL17,words,1,
11.41.55.789649,PL17,words,1,
11.41.55.836964,PL17,words,1,
11.41.55.868389,PL17,words,1,
11.41.55.914837,PL17,words,1,
11.41.55.951192,PL17,words,1,
11.41.55.985281,PL17,words,1,
11.41.56.024774,PL17,words,1,
11.41.56.055834,PL17,words,1,
11.41.56.089306,PL17,words,1,
11.41.56.138435,PL17,words,1,
11.41.56.164694,PL17,words,1,
11.41.56.210815,PL17,words,1,
11.41.56.243058,PL17,words,1,
11.41.56.273581,PL17,words,1,
11.41.56.322134,PL17,words,1,
11.41.56.352272,PL17,words,1,
11.41.56.384556,PL17,words,1,
11.41.56.432497,PL17,words,1,
11.41.56.462100,PL17,words,1,
11.41.56.515057,PL17,words,1,
11.41.56.541561,PL17,words,1,
11.41.56.571363,PL17,words,1,
11.41.56.619638,PL17,words,1,
11.41.56.649150,PL17,words,1,
11.41.56.702723,PL17,words,1,
11.41.56.728412,PL17,words,1,
11.41.56.759899,PL17,words,1,
