02.03.52.579940,PL20,login,
02.04.42.023799,PL20,words ,1,
02.04.42.415347,PL20,words ,1,
02.04.42.632466,PL20,words ,1,
02.04.42.838173,PL20,words ,1,
02.04.43.024802,PL20,words ,1,
02.04.43.211465,PL20,words ,1,
02.04.43.414876,PL20,words ,1,
02.04.43.615971,PL20,words ,1,
02.04.43.819839,PL20,words ,1,
02.04.44.023827,PL20,words ,1,
02.04.44.227132,PL20,words ,1,
02.04.44.446578,PL20,words ,1,
02.04.44.649432,PL20,words ,1,
02.04.44.871519,PL20,words ,1,
02.04.45.121785,PL20,words ,1,
02.04.45.352133,PL20,words ,1,
02.04.45.558838,PL20,words ,1,
02.04.45.771598,PL20,words ,1,
02.04.45.997788,PL20,words ,1,
02.04.46.257528,PL20,words ,1,
02.04.46.477194,PL20,words ,1,
02.04.46.788655,PL20,words ,1,
02.04.47.089169,PL20,words ,1,
02.04.47.337569,PL20,words ,1,
02.04.47.586495,PL20,words ,1,
02.04.47.809683,PL20,words ,1,
02.04.48.039956,PL20,words ,1,
02.04.48.287781,PL20,words ,1,
02.04.48.522717,PL20,words ,1,
02.04.48.710687,PL20,words ,1,
02.04.48.916275,PL20,words ,2,
02.04.49.120805,PL20,words ,2,
02.04.49.309979,PL20,words ,2,
02.04.49.498208,PL20,words ,2,
02.04.49.662538,PL20,words ,2,
02.04.49.853456,PL20,words ,2,
02.04.50.059085,PL20,words ,2,
02.04.50.225464,PL20,words ,2,
02.04.50.414979,PL20,words ,2,
02.04.50.623930,PL20,words ,2,
02.04.50.809863,PL20,words ,2,
02.04.51.039341,PL20,words ,2,
02.04.51.309255,PL20,words ,2,
02.04.51.571328,PL20,words ,2,
02.04.51.809198,PL20,words ,2,
02.04.52.041402,PL20,words ,2,
02.04.52.274896,PL20,words ,2,
02.04.52.570205,PL20,words ,2,
02.04.52.788983,PL20,words ,2,
02.04.53.059667,PL20,words ,2,
02.04.53.290198,PL20,words ,2,
02.04.53.539862,PL20,words ,2,
02.04.53.773484,PL20,words ,2,
02.04.54.023820,PL20,words ,2,
02.04.54.247200,PL20,words ,2,
02.04.54.496619,PL20,words ,2,
02.04.54.712499,PL20,words,2,
02.04.54.962782,PL20,words,2,
02.04.55.227015,PL20,words,2,
02.04.55.461466,PL20,words,2,
02.04.55.686183,PL20,words,2,
02.04.55.934319,PL20,words,2,
02.04.56.148294,PL20,words,2,
02.04.56.383482,PL20,words,2,
02.04.56.601880,PL20,words,2,
02.04.56.851878,PL20,words,2,
02.04.57.102014,PL20,words,2,
02.04.57.351138,PL20,words,2,
02.04.57.586740,PL20,words,2,
02.04.57.837763,PL20,words,2,
02.04.58.087776,PL20,words,2,
02.04.58.337737,PL20,words,2,
02.04.58.570025,PL20,words,2,
02.04.58.808077,PL20,words,2,
02.04.59.060111,PL20,words,2,
02.04.59.309166,PL20,words,2,
02.04.59.508432,PL20,words,2,
02.04.59.748393,PL20,words,2,
02.04.59.946856,PL20,words,2,
02.05.00.247416,PL20,words,2,
02.05.00.461677,PL20,words,2,
02.05.00.685646,PL20,words,2,
02.05.00.916142,PL20,words,2,
02.05.01.163835,PL20,words,2,
02.05.01.397606,PL20,words,2,
02.05.01.648425,PL20,words,2,
02.05.01.897447,PL20,words,2,
02.05.02.185190,PL20,words,2,
02.05.02.435091,PL20,words,2,
02.05.02.649086,PL20,words,2,
02.05.02.882658,PL20,words,2,
02.05.03.148643,PL20,words,2,
02.05.03.413800,PL20,words,2,
02.05.03.712512,PL20,words,2,
02.05.03.962438,PL20,words,2,
02.05.04.214547,PL20,words,2,
02.05.04.434551,PL20,words,2,
02.05.04.664459,PL20,words,2,
02.05.04.898596,PL20,words,2,
02.05.05.165462,PL20,words,2,
02.05.05.415178,PL20,words,2,
02.05.05.685062,PL20,words,2,
02.05.05.945521,PL20,words,2,
02.05.06.148514,PL20,words,2,
02.05.06.415025,PL20,words,2,
02.05.06.632176,PL20,words,2,
02.05.06.871356,PL20,words,2,
02.05.07.102362,PL20,words,2,
02.05.07.351567,PL20,words,1,
02.05.07.622182,PL20,words,1,
02.05.07.852334,PL20,words,1,
02.05.08.072138,PL20,words,1,
02.05.08.310916,PL20,words,1,
02.05.08.509321,PL20,words,1,
02.05.08.727089,PL20,words,1,
02.05.08.946682,PL20,words,1,
02.05.09.196091,PL20,words,1,
02.05.09.434692,PL20,words,1,
02.05.09.685774,PL20,words,1,
02.05.09.915210,PL20,words,1,
02.05.10.122955,PL20,words,1,
02.05.10.337254,PL20,words,1,
02.05.10.571022,PL20,words,1,
02.05.10.790036,PL20,words,1,
02.05.10.996272,PL20,words,1,
02.05.11.227293,PL20,words,1,
02.05.11.446991,PL20,words,1,
02.05.11.648191,PL20,words,1,
02.05.11.898911,PL20,words,1,
02.05.12.150942,PL20,words,1,
02.05.12.372906,PL20,words,1,
02.05.12.602468,PL20,words,1,
02.05.12.811159,PL20,words,1,
02.05.13.024846,PL20,words,1,
02.05.13.258430,PL20,words,1,
02.05.13.461240,PL20,words,1,
02.05.13.684588,PL20,words,1,
02.05.13.897244,PL20,words,1,
02.05.14.148804,PL20,words,1,
