11.03.36.169383,PL93,login,
11.03.44.034107,PL93,words ,2,
11.03.44.559176,PL93,words ,2,
11.03.44.606015,PL93,words ,2,
11.03.44.637309,PL93,words ,2,
11.03.44.668558,PL93,words ,2,
11.03.44.715440,PL93,words ,2,
11.03.44.746624,PL93,words ,2,
11.03.44.793536,PL93,words ,2,
11.03.44.824810,PL93,words ,2,
11.03.44.856086,PL93,words ,2,
11.03.44.902939,PL93,words ,2,
11.03.44.934164,PL93,words ,2,
11.03.44.965435,PL93,words ,2,
11.03.45.012134,PL93,words ,2,
11.03.45.043557,PL93,words ,2,
11.03.45.090448,PL93,words ,2,
11.03.45.121684,PL93,words ,2,
11.03.45.152958,PL93,words ,2,
11.03.45.199845,PL93,words ,2,
11.03.45.230844,PL93,words ,2,
11.03.45.262106,PL93,words ,2,
11.03.45.309221,PL93,words ,2,
11.03.45.340488,PL93,words ,2,
11.03.45.387350,PL93,words ,2,
11.03.45.418591,PL93,words ,2,
11.03.45.449871,PL93,words ,2,
11.03.45.496743,PL93,words ,2,
11.03.45.528008,PL93,words ,2,
11.03.45.574894,PL93,words ,2,
11.03.45.605887,PL93,words ,2,
11.03.45.637417,PL93,words ,2,
11.03.45.684265,PL93,words ,2,
11.03.45.715524,PL93,words ,2,
11.03.45.746739,PL93,words ,2,
11.03.45.793635,PL93,words ,2,
11.03.45.824906,PL93,words ,2,
11.03.45.871801,PL93,words ,2,
11.03.45.903029,PL93,words ,2,
11.03.45.934047,PL93,words ,2,
11.03.45.981180,PL93,words ,2,
11.03.46.012177,PL93,words ,2,
11.03.46.043434,PL93,words ,2,
11.03.46.090579,PL93,words ,2,
11.03.46.121829,PL93,words ,2,
11.03.46.168706,PL93,words ,2,
11.03.46.199926,PL93,words ,2,
11.03.46.231208,PL93,words ,2,
11.03.46.278092,PL93,words ,2,
11.03.46.309897,PL93,words ,2,
11.03.46.349656,PL93,words ,2,
11.03.46.380912,PL93,words ,2,
11.03.46.427780,PL93,words ,2,
11.03.46.459034,PL93,words ,2,
11.03.46.490309,PL93,words ,2,
11.03.46.537175,PL93,words ,2,
11.03.46.568441,PL93,words ,2,
11.03.46.615062,PL93,words,2,
11.03.46.646493,PL93,words,2,
11.03.46.677817,PL93,words,2,
11.03.46.724726,PL93,words,2,
11.03.46.755702,PL93,words,2,
11.03.46.786956,PL93,words,2,
11.03.46.833836,PL93,words,2,
11.03.46.865089,PL93,words,2,
11.03.46.911969,PL93,words,2,
11.03.46.943241,PL93,words,2,
11.03.46.974476,PL93,words,2,
11.03.47.021360,PL93,words,2,
11.03.47.052841,PL93,words,2,
11.03.47.083879,PL93,words,2,
11.03.47.131001,PL93,words,2,
11.03.47.161996,PL93,words,2,
11.03.47.209135,PL93,words,2,
11.03.47.240374,PL93,words,2,
11.03.47.271646,PL93,words,2,
11.03.47.318522,PL93,words,2,
11.03.47.349765,PL93,words,2,
11.03.47.396562,PL93,words,2,
11.03.47.427892,PL93,words,2,
11.03.47.459156,PL93,words,2,
11.03.47.506031,PL93,words,2,
11.03.47.537782,PL93,words,2,
11.03.47.573675,PL93,words,2,
11.03.47.604698,PL93,words,2,
11.03.47.651807,PL93,words,2,
11.03.47.683036,PL93,words,2,
11.03.47.732240,PL93,words,2,
