05.00.20.157951,PL100,login,
05.00.31.681638,PL100,words ,1,
05.00.32.215121,PL100,words ,1,
05.00.32.243554,PL100,words ,1,
05.00.32.278323,PL100,words ,1,
05.00.32.321454,PL100,words ,1,
05.00.32.354138,PL100,words ,1,
05.00.32.405298,PL100,words ,1,
05.00.32.431603,PL100,words ,1,
05.00.32.465076,PL100,words ,1,
05.00.32.508519,PL100,words ,1,
05.00.32.540249,PL100,words ,1,
05.00.32.592814,PL100,words ,1,
05.00.32.618072,PL100,words ,1,
05.00.32.654224,PL100,words ,1,
05.00.32.697119,PL100,words ,1,
05.00.32.730054,PL100,words ,1,
05.00.32.760498,PL100,words ,1,
05.00.32.808121,PL100,words ,1,
05.00.32.842001,PL100,words ,1,
05.00.32.874068,PL100,words ,1,
05.00.32.916058,PL100,words ,1,
05.00.32.947216,PL100,words ,1,
05.00.32.992875,PL100,words ,1,
05.00.33.030358,PL100,words ,1,
05.00.33.060439,PL100,words ,1,
05.00.33.102551,PL100,words ,1,
05.00.33.132631,PL100,words ,1,
05.00.33.178753,PL100,words ,1,
05.00.33.214849,PL100,words ,1,
05.00.33.245941,PL100,words ,1,
05.00.33.289046,PL100,words ,1,
05.00.33.320131,PL100,words ,1,
05.00.33.368257,PL100,words ,1,
05.00.33.403378,PL100,words ,1,
05.00.33.431625,PL100,words ,1,
05.00.33.478362,PL100,words ,1,
05.00.33.510949,PL100,words ,1,
05.00.33.540854,PL100,words ,1,
05.00.33.589439,PL100,words ,1,
05.00.33.623815,PL100,words ,1,
05.00.33.665923,PL100,words ,1,
05.00.33.698451,PL100,words ,1,
05.00.33.728185,PL100,words ,1,
05.00.33.778174,PL100,words ,1,
05.00.33.812713,PL100,words ,1,
05.00.33.837354,PL100,words ,1,
05.00.33.875060,PL100,words ,1,
05.00.33.916819,PL100,words ,1,
05.00.33.962412,PL100,words ,1,
05.00.33.996228,PL100,words ,1,
05.00.34.024441,PL100,words ,1,
05.00.34.072324,PL100,words ,1,
05.00.34.103254,PL100,words ,1,
05.00.34.155805,PL100,words ,1,
05.00.34.187300,PL100,words ,1,
05.00.34.211583,PL100,words ,1,
05.00.34.251580,PL100,words,1,
05.00.34.291842,PL100,words,1,
05.00.34.322054,PL100,words,1,
05.00.34.369893,PL100,words,1,
05.00.34.400211,PL100,words,1,
05.00.34.436477,PL100,words,1,
05.00.34.479233,PL100,words,1,
05.00.34.510714,PL100,words,1,
05.00.34.562409,PL100,words,1,
05.00.34.586862,PL100,words,1,
05.00.34.622950,PL100,words,1,
05.00.34.666825,PL100,words,1,
05.00.34.698963,PL100,words,1,
05.00.34.747501,PL100,words,1,
05.00.34.776745,PL100,words,1,
05.00.34.812285,PL100,words,1,
05.00.34.841364,PL100,words,1,
05.00.34.885259,PL100,words,1,
05.00.34.916795,PL100,words,1,
05.00.34.960669,PL100,words,1,
05.00.34.997268,PL100,words,1,
05.00.35.030952,PL100,words,1,
05.00.35.073796,PL100,words,1,
05.00.35.103135,PL100,words,1,
05.00.35.148110,PL100,words,1,
05.00.35.184022,PL100,words,1,
05.00.35.215454,PL100,words,1,
05.00.35.258970,PL100,words,1,
05.00.35.292019,PL100,words,1,
05.00.35.338617,PL100,words,1,
05.00.35.374617,PL100,words,1,
05.00.35.402050,PL100,words,1,
05.00.35.447254,PL100,words,1,
05.00.35.479787,PL100,words,1,
05.00.35.524609,PL100,words,1,
05.00.35.561919,PL100,words,1,
05.00.35.589643,PL100,words,1,
05.00.35.635113,PL100,words,1,
05.00.35.665918,PL100,words,1,
05.00.35.697815,PL100,words,1,
05.00.35.746622,PL100,words,1,
05.00.35.778538,PL100,words,1,
05.00.35.821220,PL100,words,1,
05.00.35.854341,PL100,words,1,
05.00.35.887372,PL100,words,1,
05.00.35.929923,PL100,words,1,
05.00.35.965484,PL100,words,1,
05.00.35.994211,PL100,words,1,
05.00.36.041145,PL100,words,1,
05.00.36.072299,PL100,words,1,
05.00.36.125115,PL100,words,1,
05.00.36.155444,PL100,words,1,
05.00.36.180736,PL100,words,1,
05.00.36.227574,PL100,words,1,
05.00.36.261677,PL100,words,1,
05.00.36.310239,PL100,words,1,
05.00.36.341069,PL100,words,1,
05.00.36.370340,PL100,words,1,
05.00.36.415079,PL100,words,1,
05.00.36.447514,PL100,words,1,
05.00.36.479537,PL100,words,1,
05.00.36.530672,PL100,words,1,
05.00.36.557096,PL100,words,1,
05.00.36.593237,PL100,words,1,
05.00.36.635441,PL100,words,1,
05.00.36.665892,PL100,words,1,
05.00.36.717029,PL100,words,1,
05.00.36.746575,PL100,words,1,
05.00.36.781147,PL100,words,1,
05.00.36.820251,PL100,words,1,
05.00.36.851529,PL100,words,1,
05.00.36.905274,PL100,words,1,
05.00.36.932390,PL100,words,1,
05.00.36.965133,PL100,words,1,
05.00.37.000130,PL100,words,1,
05.00.37.040847,PL100,words,1,
05.00.37.073525,PL100,words,1,
05.00.37.119930,PL100,words,1,
05.00.37.153489,PL100,words,1,
05.00.37.185106,PL100,words,1,
05.00.37.229202,PL100,words,1,
05.00.37.260646,PL100,words,1,
05.00.37.306753,PL100,words,1,
05.00.37.343852,PL100,words,1,
05.00.37.373347,PL100,words,1,
05.00.37.416007,PL100,words,1,
05.00.37.447972,PL100,words,1,
05.00.37.493478,PL100,words,1,
05.00.37.529553,PL100,words,1,
05.00.37.562735,PL100,words,1,
05.00.37.602661,PL100,words,1,
05.00.37.634850,PL100,words,1,
05.00.37.682293,PL100,words,1,
05.00.37.715423,PL100,words,1,
05.00.37.747643,PL100,words,1,
05.00.37.791183,PL100,words,1,
05.00.37.822198,PL100,words,1,
05.00.37.853527,PL100,words,1,
05.00.37.905780,PL100,words,1,
05.00.37.935762,PL100,words,1,
05.00.37.980293,PL100,words,1,
05.00.38.009737,PL100,words,1,
05.00.38.041869,PL100,words,1,
05.00.38.091281,PL100,words,1,
05.00.38.124660,PL100,words,1,
05.00.38.150916,PL100,words,1,
05.00.38.199800,PL100,words,1,
05.00.38.230165,PL100,words,1,
05.00.38.279313,PL100,words,1,
05.00.38.311424,PL100,words,1,
05.00.38.336193,PL100,words,1,
05.00.38.384326,PL100,words,1,
05.00.38.416413,PL100,words,1,
05.00.38.465554,PL100,words,1,
05.00.38.505648,PL100,words,1,
05.00.38.526704,PL100,words,1,
05.00.38.560827,PL100,words,1,
05.00.38.602907,PL100,words,1,
05.00.38.632987,PL100,words,1,
05.00.38.684125,PL100,words,1,
05.00.38.711216,PL100,words,1,
05.00.38.748451,PL100,words,1,
05.00.38.790866,PL100,words,1,
05.00.38.823372,PL100,words,1,
05.00.38.872552,PL100,words,1,
05.00.38.899848,PL100,words,1,
05.00.38.935963,PL100,words,1,
05.00.38.980323,PL100,words,1,
05.00.39.011214,PL100,words,1,
05.00.39.055665,PL100,words,1,
05.00.39.086737,PL100,words,1,
05.00.39.124204,PL100,words,1,
05.00.39.155586,PL100,words,1,
05.00.39.198091,PL100,words,1,
05.00.39.248384,PL100,words,1,
05.00.39.275503,PL100,words,1,
05.00.39.312719,PL100,words,1,
05.00.39.353622,PL100,words,1,
05.00.39.384671,PL100,words,1,
05.00.39.417612,PL100,words,1,
05.00.39.462967,PL100,words,1,
05.00.39.496382,PL100,words,1,
05.00.39.529951,PL100,words,1,
05.00.39.571411,PL100,words,1,
05.00.39.604778,PL100,words,1,
05.00.39.649767,PL100,words,1,
05.00.39.684329,PL100,words,1,
05.00.39.716308,PL100,words,1,
05.00.39.759593,PL100,words,1,
05.00.39.790693,PL100,words,1,
05.00.39.837339,PL100,words,1,
05.00.39.875642,PL100,words,1,
05.00.39.902570,PL100,words,1,
05.00.39.947077,PL100,words,1,
05.00.39.979701,PL100,words,1,
05.00.40.027684,PL100,words,1,
05.00.40.061248,PL100,words,1,
05.00.40.092784,PL100,words,1,
05.00.40.134698,PL100,words,1,
05.00.40.166417,PL100,words,1,
05.00.40.197979,PL100,words,1,
05.00.40.247325,PL100,words,1,
05.00.40.280416,PL100,words,1,
05.00.40.323409,PL100,words,1,
05.00.40.354726,PL100,words,1,
05.00.40.384754,PL100,words,1,
05.00.40.435529,PL100,words,1,
05.00.40.463955,PL100,words,1,
05.00.40.495233,PL100,words,1,
05.00.40.530386,PL100,words,1,
05.00.40.572443,PL100,words,1,
05.00.40.622803,PL100,words,1,
05.00.40.654659,PL100,words,1,
05.00.40.682012,PL100,words,1,
05.00.40.718090,PL100,words,1,
05.00.40.760578,PL100,words,1,
05.00.40.792856,PL100,words,1,
05.00.40.843167,PL100,words,1,
05.00.40.867434,PL100,words,1,
05.00.40.903589,PL100,words,1,
05.00.40.947961,PL100,words,1,
05.00.40.981239,PL100,words,1,
05.00.41.028109,PL100,words,1,
05.00.41.058438,PL100,words,1,
05.00.41.093104,PL100,words,1,
05.00.41.135276,PL100,words,1,
05.00.41.167394,PL100,words,1,
05.00.41.215831,PL100,words,1,
05.00.41.243895,PL100,words,1,
05.00.41.279667,PL100,words,1,
05.00.41.312354,PL100,words,1,
05.00.41.352803,PL100,words,1,
05.00.41.402882,PL100,words,1,
05.00.41.431545,PL100,words,1,
05.00.41.466146,PL100,words,1,
05.00.41.498448,PL100,words,1,
05.00.41.541189,PL100,words,1,
05.00.41.593301,PL100,words,1,
05.00.41.619543,PL100,words,1,
05.00.41.651230,PL100,words,1,
05.00.41.685472,PL100,words,1,
05.00.41.729987,PL100,words,1,
05.00.41.760826,PL100,words,1,
05.00.41.806073,PL100,words,1,
05.00.41.843477,PL100,words,1,
05.00.41.873633,PL100,words,1,
05.00.41.917314,PL100,words,1,
05.00.41.948629,PL100,words,1,
05.00.41.995753,PL100,words,1,
05.00.42.029181,PL100,words,1,
05.00.42.060846,PL100,words,1,
05.00.42.105575,PL100,words,1,
05.00.42.136337,PL100,words,1,
05.00.42.181603,PL100,words,1,
05.00.42.217778,PL100,words,1,
05.00.42.248717,PL100,words,1,
05.00.42.291362,PL100,words,1,
05.00.42.326622,PL100,words,1,
05.00.42.354697,PL100,words,1,
05.00.42.404766,PL100,words,1,
05.00.42.434239,PL100,words,1,
05.00.42.482077,PL100,words,1,
05.00.42.512252,PL100,words,1,
05.00.42.543118,PL100,words,1,
05.00.42.592179,PL100,words,1,
05.00.42.618554,PL100,words,1,
05.00.42.649058,PL100,words,1,
05.00.42.697261,PL100,words,1,
05.00.42.729615,PL100,words,1,
05.00.42.779230,PL100,words,1,
05.00.42.811507,PL100,words,1,
05.00.42.838322,PL100,words,1,
05.00.42.873239,PL100,words,1,
05.00.42.917518,PL100,words,1,
05.00.42.963138,PL100,words,1,
05.00.42.998628,PL100,words,1,
05.00.43.025883,PL100,words,1,
05.00.43.060004,PL100,words,1,
05.00.43.105146,PL100,words,1,
05.00.43.135810,PL100,words,1,
05.00.43.187177,PL100,words,1,
05.00.43.213013,PL100,words,1,
05.00.43.248435,PL100,words,1,
05.00.43.293419,PL100,words,1,
05.00.43.323705,PL100,words,1,
05.00.43.373415,PL100,words,1,
05.00.43.400587,PL100,words,1,
05.00.43.433137,PL100,words,1,
05.00.43.477624,PL100,words,1,
05.00.43.511963,PL100,words,1,
05.00.43.562006,PL100,words,1,
05.00.43.586744,PL100,words,1,
05.00.43.622198,PL100,words,1,
05.00.43.654952,PL100,words,1,
05.00.43.698447,PL100,words,1,
05.00.43.729529,PL100,words,1,
05.00.43.775653,PL100,words,1,
05.00.43.810745,PL100,words,1,
05.00.43.839822,PL100,words,1,
05.00.43.882938,PL100,words,1,
05.00.43.915022,PL100,words,1,
05.00.43.962148,PL100,words,1,
05.00.43.998244,PL100,words,1,
05.00.44.028323,PL100,words,1,
05.00.44.073864,PL100,words,1,
05.00.44.103500,PL100,words,1,
05.00.44.152013,PL100,words,1,
05.00.44.186684,PL100,words,1,
05.00.44.217165,PL100,words,1,
05.00.44.260296,PL100,words,1,
05.00.44.291996,PL100,words,1,
05.00.44.336185,PL100,words,1,
05.00.44.373867,PL100,words,1,
05.00.44.404044,PL100,words,1,
05.00.44.447006,PL100,words,1,
05.00.44.479697,PL100,words,1,
05.00.44.525299,PL100,words,1,
05.00.44.563542,PL100,words,1,
05.00.44.593005,PL100,words,1,
05.00.44.636568,PL100,words,1,
05.06.20.663101,PL100,letters,F E E _,
05.06.20.900661,PL100,letters,F E E L,
05.09.07.597463,PL100,login,
05.09.20.301039,PL100,letters,F E L _,
05.09.21.156519,PL100,letters,F E L L,
05.09.49.391813,PL100,login,
05.18.57.687261,PL100,login,
05.27.01.222593,PL100,login,
05.30.54.493967,PL100,login,
05.36.45.100302,PL100,login,
11.08.22.267987,PL100,login,
11.10.56.903959,PL100,login,
11.11.07.682203,PL100,letters,F E E _,
11.11.07.899852,PL100,letters,F E E L,
11.11.10.489116,PL100,letters,P R O F _ _,
11.11.10.712438,PL100,letters,P R O F I _,
11.11.10.857821,PL100,letters,P R O F I T,
11.11.11.953301,PL100,letters,G U I L T,
11.11.13.141893,PL100,letters,G _ A D,
11.11.13.244164,PL100,letters,G L A D,
11.11.14.324120,PL100,letters,F _ _ T I L E,
11.11.14.497581,PL100,letters,F E _ T I L E,
11.11.14.668033,PL100,letters,F E R T I L E,
11.11.15.586046,PL100,letters,M E R _ Y,
11.11.15.961597,PL100,letters,M E R R Y,
11.11.17.462354,PL100,letters,G _ A R _ D,
11.11.17.640812,PL100,letters,G L A R _ D,
11.11.18.354973,PL100,letters,G L A R E D,
11.11.19.136623,PL100,letters,S M A _ _,
11.11.19.333595,PL100,letters,S M A L _,
11.11.19.515135,PL100,letters,S M A L L,
11.11.20.949751,PL100,letters,F _ _ _ O U S,
11.11.21.198419,PL100,letters,F U _ _ O U S,
11.11.21.304022,PL100,letters,F U R _ O U S,
11.11.21.404563,PL100,letters,F U R I O U S,
11.11.22.938555,PL100,letters,E X H _ _ _,
11.11.23.081629,PL100,letters,E X H A _ _,
11.11.23.245353,PL100,letters,E X H A L _,
11.11.23.358057,PL100,letters,E X H A L E,
11.11.24.343122,PL100,letters,S _ N S E,
11.11.24.530912,PL100,letters,S E N S E,
11.11.25.750808,PL100,letters,J O Y,
11.11.26.837926,PL100,letters,R _ S E T,
11.11.27.025211,PL100,letters,R E S E T,
11.11.28.443883,PL100,letters,F _ E E,
11.11.28.640754,PL100,letters,F L E E,
11.11.29.849674,PL100,letters,D I S Q _ _ _ _,
11.11.30.168144,PL100,letters,D I S Q U _ _ _,
11.11.30.346887,PL100,letters,D I S Q U I _ _,
11.11.30.579190,PL100,letters,D I S Q U I E _,
11.11.30.762188,PL100,letters,D I S Q U I E T,
11.11.31.929932,PL100,letters,H _ P P Y,
11.11.32.038816,PL100,letters,H A P P Y,
11.11.33.158611,PL100,letters,A F R _ _ D,
11.11.33.400074,PL100,letters,A F R A _ D,
11.11.33.560066,PL100,letters,A F R A I D,
11.11.34.507649,PL100,letters,C H A _ R,
11.11.34.638797,PL100,letters,C H A I R,
11.11.36.043772,PL100,letters,F R O _ N,
11.11.36.393073,PL100,letters,F R O W N,
11.11.38.082742,PL100,letters,S _ L L Y,
11.11.38.249242,PL100,letters,S I L L Y,
