06.03.37.537046 PL32 login 
06.03.50.427690 PL32 words 1 
06.03.50.964957 PL32 words 1 
06.03.51.010916 PL32 words 1 
06.03.51.037279 PL32 words 1 
06.03.51.072829 PL32 words 1 
06.03.51.104006 PL32 words 1 
06.03.51.146837 PL32 words 1 
06.03.51.177352 PL32 words 1 
06.03.51.224433 PL32 words 1 
06.03.51.260812 PL32 words 1 
06.03.51.303314 PL32 words 1 
06.03.51.338360 PL32 words 1 
06.03.51.365659 PL32 words 1 
06.03.51.410811 PL32 words 1 
06.03.51.448592 PL32 words 1 
06.03.51.477442 PL32 words 1 
06.03.51.529000 PL32 words 1 
06.03.51.553064 PL32 words 1 
06.03.51.588092 PL32 words 1 
06.03.51.635331 PL32 words 1 
06.03.51.666951 PL32 words 1 
06.03.51.711827 PL32 words 1 
06.03.51.740292 PL32 words 1 
06.03.51.771032 PL32 words 1 
06.03.51.822364 PL32 words 1 
06.03.51.852783 PL32 words 1 
06.03.51.898883 PL32 words 1 
06.03.51.926951 PL32 words 1 
06.03.51.963294 PL32 words 1 
06.03.52.008300 PL32 words 1 
06.03.52.041524 PL32 words 1 
06.03.52.087455 PL32 words 1 
06.03.52.113524 PL32 words 1 
06.03.52.145729 PL32 words 1 
06.03.52.192163 PL32 words 1 
06.03.52.226540 PL32 words 1 
06.03.52.255806 PL32 words 1 
06.03.52.304461 PL32 words 1 
06.03.52.334522 PL32 words 1 
06.03.52.385297 PL32 words 1 
06.03.52.416248 PL32 words 1 
06.03.52.443518 PL32 words 1 
06.03.52.489466 PL32 words 1 
06.03.52.522374 PL32 words 1 
06.03.52.572120 PL32 words 1 
06.03.52.605405 PL32 words 1 
06.03.52.630963 PL32 words 1 
06.03.52.676009 PL32 words 1 
06.03.52.717185 PL32 words 1 
06.03.52.737644 PL32 words 1 
06.03.52.791237 PL32 words 1 
06.03.52.817538 PL32 words 1 
06.03.52.865358 PL32 words 1 
06.03.52.899965 PL32 words 1 
06.03.52.927668 PL32 words 1 
06.03.52.977107 PL32 words 1 
06.03.53.004443 PL32 words 1 
06.03.53.035680 PL32 words 1 
06.03.53.074004 PL32 words 1 
06.03.53.115804 PL32 words 1 
06.03.53.164795 PL32 words 1 
06.03.53.192870 PL32 words 1 
06.03.53.232542 PL32 words 1 
06.03.53.259566 PL32 words 1 
06.03.53.304301 PL32 words 1 
06.03.53.333822 PL32 words 1 
06.03.53.380208 PL32 words 1 
06.03.53.412039 PL32 words 1 
06.03.53.462491 PL32 words 1 
06.03.53.487559 PL32 words 1 
06.03.53.519471 PL32 words 1 
06.03.53.567829 PL32 words 1 
06.03.53.608018 PL32 words 1 
06.03.53.635300 PL32 words 1 
06.03.53.677226 PL32 words 1 
06.03.53.710185 PL32 words 1 
06.03.53.755928 PL32 words 1 
06.03.53.787447 PL32 words 1 
06.03.53.823627 PL32 words 1 
06.03.53.865116 PL32 words 1 
06.03.53.895111 PL32 words 1 
06.03.53.927197 PL32 words 1 
06.03.53.974322 PL32 words 1 
06.03.54.009431 PL32 words 1 
06.03.54.051528 PL32 words 1 
06.03.54.081617 PL32 words 1 
06.03.54.115699 PL32 words 1 
06.03.54.149799 PL32 words 1 
06.03.54.191966 PL32 words 1 
