06.03.37.541063,PL32,login,
06.03.50.432691,PL32,words ,1,
06.03.50.967966,PL32,words ,1,
06.03.51.014940,PL32,words ,1,
06.03.51.041291,PL32,words ,1,
06.03.51.075874,PL32,words ,1,
06.03.51.110004,PL32,words ,1,
06.03.51.149845,PL32,words ,1,
06.03.51.181365,PL32,words ,1,
06.03.51.227480,PL32,words ,1,
06.03.51.264826,PL32,words ,1,
06.03.51.307358,PL32,words ,1,
06.03.51.341368,PL32,words ,1,
06.03.51.369705,PL32,words ,1,
06.03.51.414818,PL32,words ,1,
06.03.51.452630,PL32,words ,1,
06.03.51.481464,PL32,words ,1,
06.03.51.533014,PL32,words ,1,
06.03.51.557070,PL32,words ,1,
06.03.51.592090,PL32,words ,1,
06.03.51.639341,PL32,words ,1,
06.03.51.670957,PL32,words ,1,
06.03.51.715831,PL32,words ,1,
06.03.51.745306,PL32,words ,1,
06.03.51.775042,PL32,words ,1,
06.03.51.826373,PL32,words ,1,
06.03.51.856784,PL32,words ,1,
06.03.51.902888,PL32,words ,1,
06.03.51.931965,PL32,words ,1,
06.03.51.967298,PL32,words ,1,
06.03.52.013313,PL32,words ,1,
06.03.52.045537,PL32,words ,1,
06.03.52.091466,PL32,words ,1,
06.03.52.117562,PL32,words ,1,
06.03.52.149739,PL32,words ,1,
06.03.52.196160,PL32,words ,1,
06.03.52.230563,PL32,words ,1,
06.03.52.259809,PL32,words ,1,
06.03.52.308453,PL32,words ,1,
06.03.52.341540,PL32,words ,1,
06.03.52.389347,PL32,words ,1,
06.03.52.420287,PL32,words ,1,
06.03.52.447536,PL32,words ,1,
06.03.52.493470,PL32,words ,1,
06.03.52.525414,PL32,words ,1,
06.03.52.576114,PL32,words ,1,
06.03.52.608413,PL32,words ,1,
06.03.52.634977,PL32,words ,1,
06.03.52.681007,PL32,words ,1,
06.03.52.722201,PL32,words ,1,
06.03.52.742655,PL32,words ,1,
06.03.52.795240,PL32,words ,1,
06.03.52.821578,PL32,words ,1,
06.03.52.869367,PL32,words ,1,
06.03.52.904981,PL32,words ,1,
06.03.52.931677,PL32,words ,1,
06.03.52.981116,PL32,words ,1,
06.03.53.008424,PL32,words,1,
06.03.53.039707,PL32,words,1,
06.03.53.079035,PL32,words,1,
06.03.53.119799,PL32,words,1,
06.03.53.168808,PL32,words,1,
06.03.53.196881,PL32,words,1,
06.03.53.236554,PL32,words,1,
06.03.53.263577,PL32,words,1,
06.03.53.307308,PL32,words,1,
06.03.53.337833,PL32,words,1,
06.03.53.383216,PL32,words,1,
06.03.53.415048,PL32,words,1,
06.03.53.466502,PL32,words,1,
06.03.53.492573,PL32,words,1,
06.03.53.524485,PL32,words,1,
06.03.53.571837,PL32,words,1,
06.03.53.613040,PL32,words,1,
06.03.53.639340,PL32,words,1,
06.03.53.681277,PL32,words,1,
06.03.53.715208,PL32,words,1,
06.03.53.759939,PL32,words,1,
06.03.53.792440,PL32,words,1,
06.03.53.827640,PL32,words,1,
06.03.53.868124,PL32,words,1,
06.03.53.899161,PL32,words,1,
06.03.53.932211,PL32,words,1,
06.03.53.979349,PL32,words,1,
06.03.54.014431,PL32,words,1,
06.03.54.055538,PL32,words,1,
06.03.54.085621,PL32,words,1,
06.03.54.119726,PL32,words,1,
