02.03.53.551284,PL208,login,
02.04.02.209786,PL208,words ,1,
02.04.02.740768,PL208,words ,1,
02.04.02.772345,PL208,words ,1,
02.04.02.803047,PL208,words ,1,
02.04.02.854493,PL208,words ,1,
02.04.02.881737,PL208,words ,1,
02.04.02.914246,PL208,words ,1,
02.04.02.960707,PL208,words ,1,
02.04.02.990059,PL208,words ,1,
02.04.03.042806,PL208,words ,1,
02.04.03.070821,PL208,words ,1,
02.04.03.100946,PL208,words ,1,
02.04.03.147548,PL208,words ,1,
02.04.03.180283,PL208,words ,1,
02.04.03.229285,PL208,words ,1,
02.04.03.258360,PL208,words ,1,
02.04.03.289793,PL208,words ,1,
02.04.03.335498,PL208,words ,1,
02.04.03.367201,PL208,words ,1,
02.04.03.396987,PL208,words ,1,
02.04.03.443724,PL208,words ,1,
02.04.03.477328,PL208,words ,1,
02.04.03.509971,PL208,words ,1,
02.04.03.554960,PL208,words ,1,
02.04.03.585261,PL208,words ,1,
02.04.03.630889,PL208,words ,1,
02.04.03.664429,PL208,words ,1,
02.04.03.693532,PL208,words ,1,
02.04.03.741633,PL208,words ,1,
02.04.03.774455,PL208,words ,1,
02.04.03.820116,PL208,words ,1,
02.04.03.849617,PL208,words ,1,
02.04.03.882088,PL208,words ,1,
02.04.03.919790,PL208,words ,1,
02.04.03.958940,PL208,words ,1,
02.04.03.992084,PL208,words ,1,
02.04.04.038413,PL208,words ,1,
02.04.04.070045,PL208,words ,1,
02.04.04.105398,PL208,words ,1,
02.04.04.148235,PL208,words ,1,
02.04.04.179618,PL208,words ,1,
02.04.04.226663,PL208,words ,1,
02.04.04.256679,PL208,words ,1,
02.04.04.293088,PL208,words ,1,
02.04.04.336407,PL208,words ,1,
02.04.04.366664,PL208,words ,1,
02.04.04.413152,PL208,words ,1,
02.04.04.443691,PL208,words ,1,
02.04.04.480382,PL208,words ,1,
02.04.04.521474,PL208,words ,1,
02.04.04.555411,PL208,words ,1,
02.04.04.585122,PL208,words ,1,
02.04.04.633646,PL208,words ,1,
02.04.04.667270,PL208,words ,1,
02.04.04.710071,PL208,words ,1,
02.04.04.741564,PL208,words ,1,
02.04.04.772879,PL208,words,1,
02.04.04.821067,PL208,words,1,
02.04.04.854165,PL208,words,1,
02.04.04.898123,PL208,words,1,
02.04.04.930073,PL208,words,1,
02.04.04.961280,PL208,words,1,
02.04.05.006632,PL208,words,1,
02.04.05.043426,PL208,words,1,
02.04.05.068862,PL208,words,1,
02.04.05.116842,PL208,words,1,
02.04.05.147312,PL208,words,1,
02.04.05.196797,PL208,words,1,
02.04.05.231265,PL208,words,1,
02.04.05.256647,PL208,words,1,
02.04.05.304035,PL208,words,1,
02.04.05.335592,PL208,words,1,
02.04.05.367347,PL208,words,1,
02.04.05.415713,PL208,words,1,
02.04.05.444756,PL208,words,1,
02.04.05.480110,PL208,words,1,
02.04.05.521942,PL208,words,1,
02.04.05.552716,PL208,words,1,
02.04.05.604750,PL208,words,1,
02.04.05.632086,PL208,words,1,
02.04.05.668386,PL208,words,1,
02.04.05.711409,PL208,words,1,
02.04.05.741744,PL208,words,1,
02.04.05.793141,PL208,words,1,
02.04.05.819443,PL208,words,1,
02.04.05.855951,PL208,words,1,
02.04.05.898953,PL208,words,1,
02.04.05.929664,PL208,words,1,
02.04.05.975012,PL208,words,1,
02.04.06.007240,PL208,words,1,
02.04.06.046570,PL208,words,1,
02.04.06.085021,PL208,words,1,
02.04.06.115244,PL208,words,1,
02.04.06.167286,PL208,words,1,
02.04.06.194331,PL208,words,1,
02.04.06.229422,PL208,words,1,
02.04.06.273539,PL208,words,1,
02.04.06.301614,PL208,words,1,
02.04.06.335706,PL208,words,1,
02.04.06.381846,PL208,words,1,
02.04.06.414915,PL208,words,1,
02.04.06.443992,PL208,words,1,
02.04.06.489112,PL208,words,1,
02.04.06.523203,PL208,words,1,
02.04.06.568774,PL208,words,1,
02.04.06.605688,PL208,words,1,
02.04.06.632325,PL208,words,1,
02.04.06.681343,PL208,words,1,
02.04.06.711315,PL208,words,1,
02.04.06.756025,PL208,words,1,
02.04.06.793991,PL208,words,1,
02.04.06.817290,PL208,words,1,
02.04.06.866614,PL208,words,1,
02.04.06.900115,PL208,words,1,
02.04.06.931584,PL208,words,1,
02.04.06.975590,PL208,words,1,
02.04.07.009178,PL208,words,1,
02.04.07.053564,PL208,words,1,
02.04.07.085049,PL208,words,1,
02.04.07.115218,PL208,words,1,
02.04.07.169984,PL208,words,1,
02.04.07.194356,PL208,words,1,
02.04.07.227658,PL208,words,1,
02.04.07.273541,PL208,words,1,
02.04.07.303081,PL208,words,1,
02.04.07.356209,PL208,words,1,
02.04.07.382594,PL208,words,1,
02.04.07.412889,PL208,words,1,
02.04.07.460249,PL208,words,1,
02.04.07.494416,PL208,words,1,
02.04.07.542067,PL208,words,1,
02.04.07.570793,PL208,words,1,
02.04.07.599874,PL208,words,1,
02.04.07.648580,PL208,words,1,
02.04.07.679648,PL208,words,1,
02.04.07.711558,PL208,words,1,
02.04.07.756228,PL208,words,1,
02.04.07.789629,PL208,words,1,
02.04.07.835545,PL208,words,1,
02.04.07.866468,PL208,words,1,
02.04.07.899740,PL208,words,1,
02.04.07.944236,PL208,words,1,
02.04.07.974960,PL208,words,1,
02.04.08.006594,PL208,words,1,
02.04.08.053224,PL208,words,1,
02.04.08.085715,PL208,words,1,
02.04.08.136621,PL208,words,1,
02.04.08.163690,PL208,words,1,
02.04.08.194794,PL208,words,1,
02.04.08.230907,PL208,words,1,
02.04.08.273644,PL208,words,1,
02.04.08.319802,PL208,words,1,
02.04.08.350843,PL208,words,1,
02.04.08.381925,PL208,words,1,
02.04.08.416017,PL208,words,1,
02.04.08.461154,PL208,words,1,
02.04.08.493856,PL208,words,1,
02.04.08.539528,PL208,words,1,
02.04.08.569449,PL208,words,1,
02.04.08.606977,PL208,words,1,
02.04.08.650136,PL208,words,1,
02.04.08.680330,PL208,words,1,
02.04.08.725384,PL208,words,1,
02.04.08.765114,PL208,words,1,
02.04.08.795411,PL208,words,1,
02.04.08.835319,PL208,words,1,
02.04.08.867958,PL208,words,1,
02.04.08.915299,PL208,words,1,
02.04.08.944904,PL208,words,1,
02.04.08.982207,PL208,words,1,
02.04.09.022981,PL208,words,1,
02.04.09.053527,PL208,words,1,
02.04.09.086029,PL208,words,1,
02.04.09.131778,PL208,words,1,
02.04.09.169374,PL208,words,1,
02.04.09.210982,PL208,words,1,
02.04.09.242871,PL208,words,1,
02.04.09.272609,PL208,words,1,
02.04.09.322549,PL208,words,1,
02.04.09.356232,PL208,words,1,
02.04.09.383305,PL208,words,1,
02.04.09.430770,PL208,words,1,
02.04.09.460781,PL208,words,1,
02.04.09.508829,PL208,words,1,
02.04.09.544310,PL208,words,1,
02.04.09.569586,PL208,words,1,
02.04.09.618004,PL208,words,1,
02.04.09.648142,PL208,words,1,
02.04.09.696581,PL208,words,1,
02.04.09.733707,PL208,words,1,
02.04.09.756741,PL208,words,1,
02.04.09.794939,PL208,words,1,
02.04.09.834898,PL208,words,1,
02.04.09.867070,PL208,words,1,
02.04.09.917940,PL208,words,1,
02.04.09.945332,PL208,words,1,
02.04.09.980918,PL208,words,1,
02.04.10.024527,PL208,words,1,
02.04.10.054127,PL208,words,1,
02.04.10.106150,PL208,words,1,
02.04.10.135260,PL208,words,1,
02.04.10.163727,PL208,words,1,
02.04.10.210764,PL208,words,1,
02.04.10.241062,PL208,words,1,
02.04.10.295930,PL208,words,1,
02.04.10.320165,PL208,words,1,
02.04.10.357542,PL208,words,1,
02.04.10.399198,PL208,words,1,
02.04.10.430378,PL208,words,1,
02.04.10.480723,PL208,words,1,
02.04.10.507743,PL208,words,1,
02.04.10.543416,PL208,words,1,
02.04.10.585561,PL208,words,1,
02.04.10.617615,PL208,words,1,
02.04.10.650911,PL208,words,1,
02.04.10.696145,PL208,words,1,
02.04.10.731146,PL208,words,1,
02.04.10.774245,PL208,words,1,
02.04.10.804281,PL208,words,1,
02.04.10.835975,PL208,words,1,
02.04.10.882284,PL208,words,1,
02.04.10.918536,PL208,words,1,
02.04.10.945787,PL208,words,1,
02.04.10.990128,PL208,words,1,
02.04.11.023026,PL208,words,1,
02.04.11.070142,PL208,words,1,
02.04.11.106337,PL208,words,1,
02.04.11.133598,PL208,words,1,
02.04.11.179930,PL208,words,1,
02.04.11.211331,PL208,words,1,
02.04.11.258102,PL208,words,1,
02.04.11.294466,PL208,words,1,
02.04.11.320536,PL208,words,1,
02.04.11.368735,PL208,words,1,
02.04.11.398807,PL208,words,1,
02.04.11.431014,PL208,words,1,
02.04.11.482744,PL208,words,1,
02.04.11.507844,PL208,words,1,
02.04.11.541934,PL208,words,1,
02.04.11.584047,PL208,words,1,
02.04.11.615128,PL208,words,1,
02.04.11.663257,PL208,words,1,
02.04.11.694338,PL208,words,1,
02.04.11.726424,PL208,words,1,
02.04.11.773549,PL208,words,1,
02.04.11.802626,PL208,words,1,
02.04.11.857175,PL208,words,1,
02.04.11.883231,PL208,words,1,
02.04.11.913479,PL208,words,1,
02.04.11.960937,PL208,words,1,
