06.24.56.397956,PL222,login,
06.25.04.423908,PL222,words ,1,
06.25.04.953488,PL222,words ,1,
06.25.05.001052,PL222,words ,1,
06.25.05.031292,PL222,words ,1,
06.25.05.064084,PL222,words ,1,
06.25.05.110998,PL222,words ,1,
06.25.05.142857,PL222,words ,1,
06.25.05.172079,PL222,words ,1,
06.25.05.224249,PL222,words ,1,
06.25.05.251842,PL222,words ,1,
06.25.05.299527,PL222,words ,1,
06.25.05.330947,PL222,words ,1,
06.25.05.362233,PL222,words ,1,
06.25.05.412612,PL222,words ,1,
06.25.05.440250,PL222,words ,1,
06.25.05.470358,PL222,words ,1,
06.25.05.518309,PL222,words ,1,
06.25.05.546580,PL222,words ,1,
06.25.05.594736,PL222,words ,1,
06.25.05.628054,PL222,words ,1,
06.25.05.657334,PL222,words ,1,
06.25.05.705061,PL222,words ,1,
06.25.05.736302,PL222,words ,1,
06.25.05.768387,PL222,words ,1,
06.25.05.813639,PL222,words ,1,
06.25.05.845963,PL222,words ,1,
06.25.05.891681,PL222,words ,1,
06.25.05.924533,PL222,words ,1,
06.25.05.955615,PL222,words ,1,
06.25.06.001360,PL222,words ,1,
06.25.06.031950,PL222,words ,1,
06.25.06.065530,PL222,words ,1,
06.25.06.110831,PL222,words ,1,
06.25.06.142740,PL222,words ,1,
06.25.06.187624,PL222,words ,1,
06.25.06.218702,PL222,words ,1,
06.25.06.251216,PL222,words ,1,
06.25.06.288324,PL222,words ,1,
06.25.06.329255,PL222,words ,1,
06.25.06.377367,PL222,words ,1,
06.25.06.406445,PL222,words ,1,
06.25.06.440822,PL222,words ,1,
06.25.06.485523,PL222,words ,1,
06.25.06.516693,PL222,words ,1,
06.25.06.566618,PL222,words ,1,
06.25.06.595959,PL222,words ,1,
06.25.06.627786,PL222,words ,1,
06.25.06.663404,PL222,words ,1,
06.25.06.705336,PL222,words ,1,
06.25.06.737115,PL222,words ,1,
06.25.06.784628,PL222,words ,1,
06.25.06.813916,PL222,words ,1,
06.25.06.862019,PL222,words ,1,
06.25.06.892641,PL222,words ,1,
06.25.06.922324,PL222,words ,1,
06.25.06.970269,PL222,words ,1,
06.25.07.002479,PL222,words,1,
06.25.07.036800,PL222,words,1,
06.25.07.080492,PL222,words,1,
06.25.07.110900,PL222,words,1,
06.25.07.157506,PL222,words,1,
06.25.07.190864,PL222,words,1,
06.25.07.226690,PL222,words,1,
06.25.07.266546,PL222,words,1,
06.25.07.298043,PL222,words,1,
06.25.07.347459,PL222,words,1,
06.25.07.377572,PL222,words,1,
06.25.07.408233,PL222,words,1,
06.25.07.453513,PL222,words,1,
06.25.07.486056,PL222,words,1,
06.25.07.516555,PL222,words,1,
06.25.07.564534,PL222,words,1,
06.25.07.595222,PL222,words,1,
06.25.07.642776,PL222,words,1,
06.25.07.672558,PL222,words,1,
06.25.07.703641,PL222,words,1,
06.25.07.750766,PL222,words,1,
06.25.07.785859,PL222,words,1,
06.25.07.829976,PL222,words,1,
06.25.07.861060,PL222,words,1,
06.25.07.891140,PL222,words,1,
06.25.07.939267,PL222,words,1,
06.25.07.971364,PL222,words,1,
06.25.08.000471,PL222,words,1,
06.25.08.049560,PL222,words,1,
06.25.08.079647,PL222,words,1,
06.25.08.126766,PL222,words,1,
06.25.08.159853,PL222,words,1,
06.25.08.189934,PL222,words,1,
06.25.08.225027,PL222,words,1,
06.25.08.266577,PL222,words,1,
06.25.08.299050,PL222,words,1,
06.25.08.346210,PL222,words,1,
06.25.08.376806,PL222,words,1,
06.25.08.412458,PL222,words,1,
06.25.08.455263,PL222,words,1,
06.25.08.483751,PL222,words,1,
06.25.08.534889,PL222,words,1,
06.25.08.563964,PL222,words,1,
06.25.08.595048,PL222,words,1,
06.25.08.642173,PL222,words,1,
06.25.08.672262,PL222,words,1,
06.25.09.189686,PL222,words,2,
06.25.09.721104,PL222,words,2,
06.25.09.751657,PL222,words,2,
06.25.09.781914,PL222,words,2,
06.25.09.830627,PL222,words,2,
06.25.09.863088,PL222,words,2,
06.25.09.892890,PL222,words,2,
06.25.09.939123,PL222,words,2,
06.25.09.970810,PL222,words,2,
06.25.10.002465,PL222,words,2,
06.25.10.048605,PL222,words,2,
06.25.10.080574,PL222,words,2,
06.25.10.125133,PL222,words,2,
06.25.10.158833,PL222,words,2,
