10.17.29.958840,PL91,login,
10.19.31.866100,PL91,words,2,
10.19.31.901618,PL91,words,2,
10.19.31.932946,PL91,words,2,
10.19.31.979838,PL91,words,2,
10.19.32.011088,PL91,words,2,
10.19.32.057956,PL91,words,2,
10.19.32.089201,PL91,words,2,
10.19.32.120457,PL91,words,2,
10.19.32.167148,PL91,words,2,
10.19.32.198599,PL91,words,2,
10.19.32.229629,PL91,words,2,
10.19.32.276731,PL91,words,2,
10.19.32.307991,PL91,words,2,
10.19.32.354889,PL91,words,2,
10.19.32.386148,PL91,words,2,
10.19.32.417178,PL91,words,2,
10.19.32.464241,PL91,words,2,
10.19.32.495510,PL91,words,2,
10.19.32.542385,PL91,words,2,
10.19.32.573647,PL91,words,2,
10.19.32.604917,PL91,words,2,
10.19.32.651691,PL91,words,2,
10.19.32.683026,PL91,words,2,
10.19.32.714298,PL91,words,2,
10.19.32.761180,PL91,words,2,
10.19.32.792424,PL91,words,2,
10.19.32.839318,PL91,words,2,
10.19.32.870552,PL91,words,2,
10.19.32.901562,PL91,words,2,
10.19.32.948716,PL91,words,2,
10.19.32.979924,PL91,words,2,
10.19.33.010948,PL91,words,2,
10.19.33.058074,PL91,words,2,
10.19.33.089307,PL91,words,2,
10.19.33.136008,PL91,words,2,
10.19.33.167259,PL91,words,2,
10.19.33.198714,PL91,words,2,
10.19.33.245629,PL91,words,2,
10.19.33.276857,PL91,words,2,
10.19.33.307858,PL91,words,2,
10.19.33.355014,PL91,words,2,
10.19.33.386248,PL91,words,2,
10.19.33.433148,PL91,words,2,
10.19.33.464162,PL91,words,2,
10.19.33.495621,PL91,words,2,
10.19.33.542501,PL91,words,2,
10.19.33.573771,PL91,words,2,
10.19.33.620667,PL91,words,2,
10.19.33.651786,PL91,words,2,
10.19.33.683146,PL91,words,2,
10.19.33.730022,PL91,words,2,
10.19.33.761263,PL91,words,2,
10.19.33.792523,PL91,words,2,
10.19.33.839429,PL91,words,2,
10.19.33.870655,PL91,words,2,
10.19.33.917307,PL91,words,2,
10.19.33.948824,PL91,words,2,
10.19.33.980058,PL91,words,2,
10.19.34.026954,PL91,words,2,
10.19.34.058214,PL91,words,2,
10.19.34.089433,PL91,words,2,
10.19.34.136328,PL91,words,2,
10.19.34.167329,PL91,words,2,
10.19.34.214441,PL91,words,2,
10.19.34.245704,PL91,words,2,
10.19.34.276953,PL91,words,2,
10.19.34.323833,PL91,words,2,
10.19.34.355090,PL91,words,2,
10.19.34.386106,PL91,words,2,
10.19.34.433183,PL91,words,2,
10.19.34.464498,PL91,words,2,
10.19.34.511352,PL91,words,2,
10.19.34.542895,PL91,words,2,
10.19.34.574166,PL91,words,2,
10.19.34.621035,PL91,words,2,
10.19.34.652270,PL91,words,2,
10.19.34.699139,PL91,words,2,
