12.27.25.207344 PL78 login 
12.27.35.540808 PL78 words 2 
12.27.35.712931 PL78 words 2 
12.27.35.900456 PL78 words 2 
12.27.36.041095 PL78 words 2 
12.27.36.181720 PL78 words 2 
12.27.36.322392 PL78 words 2 
12.27.36.463012 PL78 words 2 
12.27.36.619268 PL78 words 2 
12.27.36.758995 PL78 words 2 
12.27.36.916461 PL78 words 2 
12.27.37.072748 PL78 words 2 
12.27.37.244640 PL78 words 2 
12.27.37.447775 PL78 words 2 
12.27.37.619679 PL78 words 2 
12.27.37.791592 PL78 words 2 
12.27.37.979100 PL78 words 2 
12.27.38.150973 PL78 words 2 
12.27.38.322624 PL78 words 2 
12.27.38.479149 PL78 words 2 
12.27.38.635159 PL78 words 2 
12.27.38.838559 PL78 words 2 
12.27.39.166465 PL78 words 2 
12.27.39.353986 PL78 words 2 
12.27.39.525881 PL78 words 2 
12.27.39.869904 PL78 words 2 
12.27.40.026193 PL78 words 2 
12.27.40.175022 PL78 words 2 
12.27.40.331259 PL78 words 2 
12.27.40.503195 PL78 words 2 
12.27.40.659451 PL78 words 2 
12.27.40.831345 PL78 words 2 
12.27.41.003264 PL78 words 2 
12.27.41.190766 PL78 words 2 
12.27.41.346779 PL78 words 2 
12.27.41.534578 PL78 words 2 
12.27.41.721820 PL78 words 2 
12.27.41.909349 PL78 words 2 
12.27.42.112750 PL78 words 2 
12.27.42.284627 PL78 words 2 
12.27.42.472156 PL78 words 2 
12.27.42.659695 PL78 words 2 
12.27.42.862827 PL78 words 2 
12.27.43.065986 PL78 words 2 
12.27.43.253493 PL78 words 2 
12.27.43.441001 PL78 words 2 
12.27.43.628529 PL78 words 2 
12.27.43.831660 PL78 words 2 
12.27.44.003544 PL78 words 2 
12.27.44.216020 PL78 words 2 
12.27.44.403282 PL78 words 2 
12.27.44.606429 PL78 words 2 
12.27.44.825459 PL78 words 2 
12.27.45.028606 PL78 words 2 
12.27.45.247375 PL78 words 2 
12.27.45.443016 PL78 words 2 
12.27.45.677414 PL78 words 2 
12.27.45.864905 PL78 words 2 
12.27.46.068070 PL78 words 2 
12.27.46.255598 PL78 words 2 
12.27.46.458737 PL78 words 2 
12.27.46.661894 PL78 words 2 
