10.52.07.428427,PL98,login,
10.52.13.579050,PL98,words ,1,
10.52.13.798078,PL98,words ,1,
10.52.13.969987,PL98,words ,1,
10.52.14.141841,PL98,words ,1,
10.52.14.657326,PL98,words ,1,
10.52.14.704173,PL98,words ,1,
10.52.14.735425,PL98,words ,1,
10.52.14.782305,PL98,words ,1,
10.52.14.813612,PL98,words ,1,
10.52.14.844837,PL98,words ,1,
10.52.14.891717,PL98,words ,1,
10.52.14.922986,PL98,words ,1,
10.52.14.954235,PL98,words ,1,
10.52.15.001079,PL98,words ,1,
10.52.15.032582,PL98,words ,1,
10.52.15.079466,PL98,words ,1,
10.52.15.110725,PL98,words ,1,
10.52.15.141968,PL98,words ,1,
10.52.15.188841,PL98,words ,1,
10.52.15.220130,PL98,words ,1,
10.52.15.251108,PL98,words ,1,
10.52.15.298236,PL98,words ,1,
10.52.15.329498,PL98,words ,1,
10.52.15.376351,PL98,words ,1,
10.52.15.407636,PL98,words ,1,
10.52.15.438887,PL98,words ,1,
10.52.15.485750,PL98,words ,1,
10.52.15.516766,PL98,words ,1,
10.52.15.563902,PL98,words ,1,
10.52.15.595136,PL98,words ,1,
10.52.15.626425,PL98,words ,1,
10.52.15.678411,PL98,words ,1,
10.52.15.712229,PL98,words ,1,
10.52.15.743485,PL98,words ,1,
10.52.15.774724,PL98,words ,1,
10.52.15.821586,PL98,words ,1,
10.52.15.852863,PL98,words ,1,
10.52.15.884028,PL98,words ,1,
10.52.15.938862,PL98,words ,1,
10.52.15.970097,PL98,words ,1,
10.52.16.001159,PL98,words ,1,
10.52.16.032338,PL98,words ,1,
10.52.16.079490,PL98,words ,1,
10.52.16.110730,PL98,words ,1,
10.52.16.157629,PL98,words ,1,
10.52.16.188849,PL98,words ,1,
10.52.16.220115,PL98,words ,1,
10.52.16.267024,PL98,words ,1,
10.52.16.298261,PL98,words ,1,
10.52.16.329252,PL98,words ,1,
10.52.16.376388,PL98,words ,1,
10.52.16.407623,PL98,words ,1,
10.52.16.454505,PL98,words ,1,
10.52.16.485777,PL98,words ,1,
10.52.16.516770,PL98,words ,1,
10.52.16.563890,PL98,words ,1,
10.52.16.595126,PL98,words,1,
10.52.16.642065,PL98,words,1,
10.52.16.673307,PL98,words,1,
10.52.16.704561,PL98,words,1,
10.52.16.751444,PL98,words,1,
10.52.16.782623,PL98,words,1,
10.52.16.813672,PL98,words,1,
10.52.16.860552,PL98,words,1,
10.52.16.891806,PL98,words,1,
10.52.16.923307,PL98,words,1,
10.52.16.970189,PL98,words,1,
10.52.17.001442,PL98,words,1,
10.52.17.048326,PL98,words,1,
10.52.17.079593,PL98,words,1,
10.52.17.110593,PL98,words,1,
10.52.17.157725,PL98,words,1,
10.52.17.188978,PL98,words,1,
10.52.17.235832,PL98,words,1,
10.52.17.267024,PL98,words,1,
10.52.17.298375,PL98,words,1,
10.52.17.345242,PL98,words,1,
10.52.17.376497,PL98,words,1,
10.52.17.407486,PL98,words,1,
10.52.17.454644,PL98,words,1,
10.52.17.485894,PL98,words,1,
10.52.17.532545,PL98,words,1,
10.52.17.564030,PL98,words,1,
10.52.17.595042,PL98,words,1,
10.52.17.642141,PL98,words,1,
10.52.17.673405,PL98,words,1,
10.52.17.712079,PL98,words,1,
10.52.17.743331,PL98,words,1,
10.52.17.790174,PL98,words,1,
10.52.17.821461,PL98,words,1,
10.52.17.868343,PL98,words,1,
10.52.17.899561,PL98,words,1,
10.52.17.930815,PL98,words,1,
10.52.17.977952,PL98,words,1,
10.52.18.009195,PL98,words,1,
10.52.18.040429,PL98,words,1,
10.52.18.087347,PL98,words,1,
10.52.18.118601,PL98,words,1,
10.52.18.165464,PL98,words,1,
10.52.18.196729,PL98,words,1,
10.52.18.227970,PL98,words,1,
10.52.18.274878,PL98,words,1,
10.52.18.306118,PL98,words,1,
10.52.18.337117,PL98,words,1,
10.52.18.384001,PL98,words,1,
10.52.18.415520,PL98,words,1,
10.52.18.462377,PL98,words,1,
10.52.18.493630,PL98,words,1,
10.52.18.546964,PL98,words,1,
10.52.18.562594,PL98,words,1,
10.52.18.606164,PL98,words,1,
10.52.18.642578,PL98,words,1,
10.52.18.673870,PL98,words,1,
10.52.18.720760,PL98,words,1,
10.52.18.751973,PL98,words,1,
10.52.18.798905,PL98,words,1,
10.52.18.834388,PL98,words,1,
10.52.18.865695,PL98,words,1,
10.52.18.897130,PL98,words,1,
10.52.18.944054,PL98,words,1,
10.52.18.975282,PL98,words,1,
10.52.19.022163,PL98,words,1,
10.52.19.053394,PL98,words,1,
10.52.19.084679,PL98,words,1,
10.52.19.131558,PL98,words,1,
10.52.19.162780,PL98,words,1,
