06.17.40.931799,PL220,login,
06.17.51.938734,PL220,words ,1,
06.17.52.455714,PL220,words ,1,
06.17.52.498664,PL220,words ,1,
06.17.52.535727,PL220,words ,1,
06.17.52.566075,PL220,words ,1,
06.17.52.612028,PL220,words ,1,
06.17.52.640963,PL220,words ,1,
06.17.52.688523,PL220,words ,1,
06.17.52.724003,PL220,words ,1,
06.17.52.751460,PL220,words ,1,
06.17.52.799357,PL220,words ,1,
06.17.52.830954,PL220,words ,1,
06.17.52.862438,PL220,words ,1,
06.17.52.912198,PL220,words ,1,
06.17.52.939239,PL220,words ,1,
06.17.52.985097,PL220,words ,1,
06.17.53.017605,PL220,words ,1,
06.17.53.048617,PL220,words ,1,
06.17.53.097275,PL220,words ,1,
06.17.53.125550,PL220,words ,1,
06.17.53.163887,PL220,words ,1,
06.17.53.207279,PL220,words ,1,
06.17.53.235330,PL220,words ,1,
06.17.53.282822,PL220,words ,1,
06.17.53.313712,PL220,words ,1,
06.17.53.350315,PL220,words ,1,
06.17.53.390753,PL220,words ,1,
06.17.53.423507,PL220,words ,1,
06.17.53.473065,PL220,words ,1,
06.17.53.502114,PL220,words ,1,
06.17.53.532975,PL220,words ,1,
06.17.53.579719,PL220,words ,1,
06.17.53.612008,PL220,words ,1,
06.17.53.657241,PL220,words ,1,
06.17.53.687330,PL220,words ,1,
06.17.53.723418,PL220,words ,1,
06.17.53.767535,PL220,words ,1,
06.17.53.798618,PL220,words ,1,
06.17.53.831705,PL220,words ,1,
06.17.53.875823,PL220,words ,1,
06.17.53.910934,PL220,words ,1,
06.17.53.955457,PL220,words ,1,
06.17.53.984615,PL220,words ,1,
06.17.54.017722,PL220,words ,1,
06.17.54.063360,PL220,words ,1,
06.17.54.098107,PL220,words ,1,
06.17.54.127622,PL220,words ,1,
06.17.54.173290,PL220,words ,1,
06.17.54.204963,PL220,words ,1,
06.17.54.250912,PL220,words ,1,
06.17.54.287667,PL220,words ,1,
06.17.54.314370,PL220,words ,1,
06.17.54.361914,PL220,words ,1,
06.17.54.392812,PL220,words ,1,
06.17.54.563843,PL220,words ,2,
06.17.55.095666,PL220,words ,2,
06.17.55.131153,PL220,words,2,
06.17.55.164162,PL220,words,2,
06.17.55.204747,PL220,words,2,
06.17.55.237652,PL220,words,2,
06.17.55.283101,PL220,words,2,
06.17.55.313111,PL220,words,2,
06.17.55.350091,PL220,words,2,
06.17.55.393591,PL220,words,2,
06.17.55.423132,PL220,words,2,
06.17.55.470238,PL220,words,2,
06.17.55.501676,PL220,words,2,
06.17.55.538458,PL220,words,2,
06.17.55.582052,PL220,words,2,
06.17.55.610277,PL220,words,2,
06.17.55.658193,PL220,words,2,
06.17.55.688700,PL220,words,2,
06.17.55.720812,PL220,words,2,
06.17.55.765905,PL220,words,2,
06.17.55.798002,PL220,words,2,
06.17.55.831094,PL220,words,2,
06.17.55.876208,PL220,words,2,
06.17.55.905276,PL220,words,2,
06.17.55.953418,PL220,words,2,
06.17.55.984486,PL220,words,2,
06.17.56.034621,PL220,words,2,
06.17.56.066469,PL220,words,2,
06.17.56.100185,PL220,words,2,
06.17.56.142598,PL220,words,2,
06.17.56.173831,PL220,words,2,
06.17.56.204526,PL220,words,2,
06.17.56.252309,PL220,words,2,
06.17.56.288511,PL220,words,2,
06.17.56.329518,PL220,words,2,
06.17.56.362618,PL220,words,2,
06.17.56.392451,PL220,words,2,
06.17.56.437384,PL220,words,2,
06.17.56.475140,PL220,words,2,
06.17.56.500629,PL220,words,2,
06.17.56.549758,PL220,words,2,
06.17.56.581168,PL220,words,2,
06.17.56.627554,PL220,words,2,
06.17.56.663897,PL220,words,2,
06.17.56.688153,PL220,words,2,
06.17.56.735636,PL220,words,2,
06.17.56.767128,PL220,words,2,
06.17.56.813486,PL220,words,2,
06.17.56.851369,PL220,words,2,
06.17.56.877439,PL220,words,2,
06.17.56.914073,PL220,words,2,
06.17.56.954976,PL220,words,2,
06.17.56.986139,PL220,words,2,
06.17.57.035933,PL220,words,2,
06.17.57.063783,PL220,words,2,
06.17.57.101805,PL220,words,2,
06.17.57.140809,PL220,words,2,
06.17.57.173531,PL220,words,2,
06.17.57.225710,PL220,words,2,
06.17.57.250912,PL220,words,2,
06.17.57.287983,PL220,words,2,
06.17.57.330103,PL220,words,2,
06.17.57.360943,PL220,words,2,
06.17.57.412873,PL220,words,2,
06.17.57.440117,PL220,words,2,
06.17.57.473153,PL220,words,2,
06.17.57.516595,PL220,words,2,
06.17.57.547773,PL220,words,2,
